record no,CRUISE_ID,DATE_UTC,TIME_UTC,DATE_LOCAL,TIME_LOCAL,LATITUDE_DEG,LONGITUDE_DEG,LATITUDE_DEC,LONGITUDE_DEC,STATION_NO,NISKIN_NO,NISKIN_NO_FLAG_W,CTDPRS_DBAR,DEPTH (M),CTDTMP_DEG_C_ITS90,CTDTMP2_DEC_C_ITS90,CTDTMP_FLAG_W,CTD/TEMP_COMMENTS,CTDSAL_PSS78,CTDSAL2_PSS78,CTDSAL_FLAG_W,CTD/SAL_COMMENTS,SIGMATHETA_KG_M3,SIGMATHETA2_KG_M3,CTDOXY_MG_L_1,CTDOXY_MG_L_2,CTDOXY_MG_L_AVG,CTDOXY_FLAG_W,CTD/O2_COMMENTS,OXYGEN_MG_L_1,OXYGEN_MG_L_2,OXYGEN_MG_L_3,OXYGEN_avg_mg_L,OXYGEN_UMOL_KG,OXYGEN_FLAG_W,OXYGEN COMMENTS,CTD_PH_NBS,SALINITY_PSS78_1,SALINITY_PSS78_2,SALINITY_FLAG_W,Nutrient lab temperature,NITRATE_UMOL_L,NITRITE_UMOL_L,AMMONIUM_UMOL_L,PHOSPHATE_UMOL_L,SILICATE_UMOL_L,NUTRIENTS_FLAG_W,CTD FLU (mg/m3),CHLA (ug/l),CHLA 2 (ug/l),CHLA avg (ug/l),CHLA_FLAG_W,PHAEOPIGMENT (ug/l),PHAEOPIGMENT 2 (ug/l),PHAEOPIGMENT avg (ug/l),PHAEOPIGMENT_FLAG_W,TA_UMOL_KG,TA_FLAG_W,DIC_UMOL_KG,DIC_FLAG_W,SECCHI DEPTH (m)
168,TN384,09/30/20,1:27:57,09/29/20,18:27:57, 48 14.62 N, 123 56.17 W,48.244,123.936,132,10,,50.767,50.333,9.129,9.129,29.948,,32.394,32.404,31.171,,25.059,25.067,4.525,4.189,4.357,,,4.470,4.470,,4.470,,,,8.009,,,,,28.154,0.297,0.654,2.164,42.333,,0.091,0.189,0.130,0.159,,0.222,0.282,0.252,,,,,,
169,TN384,09/30/20,1:29:51,09/29/20,18:29:51, 48 14.62 N, 123 56.17 W,48.244,123.936,132,11,,30.307,30.050,10.049,10.043,20.178,,31.930,31.942,26.054,,24.548,24.558,5.447,5.028,5.238,,,,,,,,,,8.066,,,,,,,,,,,0.439,,,,,,,,,,,,,
170,TN384,09/30/20,1:29:58,09/29/20,18:29:58, 48 14.62 N, 123 56.17 W,48.244,123.936,132,12,,30.076,29.821,10.070,10.071,20.073,,31.922,31.932,25.998,,24.538,24.546,5.476,5.052,5.264,,,5.281,,,5.281,,,,8.068,,,,,25.409,0.306,0.784,2.028,40.231,,0.429,0.676,0.495,0.586,,0.248,0.434,0.341,,,,,,
171,TN384,09/30/20,1:31:35,09/29/20,18:31:35, 48 14.62 N, 123 56.17 W,48.244,123.936,132,13,,20.479,20.306,10.196,10.196,15.338,,31.836,31.846,23.587,,24.450,24.459,5.595,5.162,5.378,,,,,,,,,,8.090,,,,,,,,,,,0.483,,,,,,,,,,,,,
172,TN384,09/30/20,1:31:43,09/29/20,18:31:43, 48 14.62 N, 123 56.17 W,48.244,123.936,132,14,,20.463,20.290,10.188,10.191,15.326,,31.838,31.845,23.582,,24.453,24.458,5.626,5.168,5.397,,,5.524,5.557,,5.540,,,,8.091,,,,,24.838,0.303,0.771,1.982,39.928,,0.494,0.619,0.691,0.655,,0.550,0.530,0.540,,,,,,
173,TN384,09/30/20,1:33:05,09/29/20,18:33:05, 48 14.62 N, 123 56.17 W,48.244,123.936,132,15,,10.557,10.468,10.958,11.003,10.757,,31.802,31.804,21.279,,24.294,24.288,6.168,5.594,5.881,,,,,,,,,,8.135,,,,,,,,,,,0.523,,,,,,,,,,,,,
174,TN384,09/30/20,1:33:14,09/29/20,18:33:14, 48 14.62 N, 123 56.17 W,48.244,123.936,132,16,,10.591,10.501,10.357,10.436,10.474,,31.798,31.808,21.136,,24.394,24.388,5.497,5.188,5.342,,,6.186,,,6.186,,,,8.144,,,,,21.598,0.284,0.810,1.774,34.803,,0.572,1.393,1.083,1.238,,0.476,0.597,0.536,,,,,,
175,TN384,09/30/20,1:34:23,09/29/20,18:34:23, 48 14.62 N, 123 56.17 W,48.244,123.936,132,17,,5.296,5.251,11.710,11.707,8.503,,31.837,31.847,20.170,,24.187,24.196,7.308,6.717,7.012,,,,,,,,,,8.243,,,,,,,,,,,0.819,,,,,,,,,,,,,
176,TN384,09/30/20,1:34:31,09/29/20,18:34:31, 48 14.62 N, 123 56.17 W,48.244,123.936,132,18,,5.347,5.302,11.476,11.358,8.412,,31.817,31.826,20.114,,24.214,24.242,7.103,6.661,6.882,,,7.171,,,7.171,,,,8.248,,,,,16.694,0.254,0.928,1.453,26.385,,0.809,1.651,1.795,1.723,,0.562,0.459,0.511,,,,,,
177,TN384,09/30/20,1:35:39,09/29/20,18:35:39, 48 14.62 N, 123 56.17 W,48.244,123.936,132,19,,2.859,2.835,11.717,11.716,7.288,,31.840,31.850,19.564,,24.188,24.196,7.305,6.705,7.005,,,,,,,,,,8.276,,,,,,,,,,,0.814,,,,,,,,,,,,,
178,TN384,09/30/20,1:35:47,09/29/20,18:35:47, 48 14.62 N, 123 56.17 W,48.244,123.936,132,20,,2.865,2.841,11.726,11.729,7.295,,31.841,31.852,19.568,,24.187,24.195,7.359,6.737,7.048,,,7.290,7.245,,7.268,,,,8.276,,,,,16.223,0.247,1.081,1.438,25.788,,0.792,1.486,1.981,1.733,,0.508,0.357,0.433,,,,,,
179,TN384,09/30/20,15:10:01,09/30/20,8:10:01, 48 12.47 N, 123 27.77 W,48.208,123.463,136,1,,124.232,123.150,8.030,8.032,66.131,,33.212,33.220,49.672,,25.867,25.873,3.537,3.288,3.413,,,,,,,,,,7.937,,,,,,,,,,,0.051,,,,,,,,,,,,,
180,TN384,09/30/20,15:10:09,09/30/20,8:10:09, 48 12.47 N, 123 27.77 W,48.208,123.463,136,2,,124.440,123.356,8.046,8.045,66.243,,33.200,33.211,49.722,,25.856,25.864,3.533,3.274,3.404,,,3.555,3.535,,3.545,,,,7.937,,,,,31.174,0.170,0.106,2.280,43.681,,0.029,,,,,,,,,,,,,
181,TN384,09/30/20,15:11:39,09/30/20,8:11:39, 48 12.47 N, 123 27.77 W,48.208,123.463,136,3,,111.183,110.219,8.120,8.121,59.651,,33.148,33.157,46.400,,25.803,25.811,3.638,3.373,3.505,,,,,,,,,,7.937,,,,,,,,,,,0.037,,,,,,,,,,,,,
182,TN384,09/30/20,15:11:47,09/30/20,8:11:47, 48 12.47 N, 123 27.77 W,48.208,123.463,136,4,,111.368,110.402,8.115,8.117,59.742,,33.152,33.160,46.447,,25.807,25.813,3.629,3.371,3.500,,,3.614,,,3.614,,,,7.937,,,,,30.783,0.179,0.117,2.273,43.354,,0.029,,,,,,,,,,,,,
183,TN384,09/30/20,15:13:51,09/30/20,8:13:51, 48 12.47 N, 123 27.77 W,48.208,123.463,136,5,,80.374,79.682,8.812,8.814,44.593,,32.572,32.580,38.582,,25.248,25.253,4.206,3.889,4.048,,,,,,,,,,7.960,,,,,,,,,,,0.045,,,,,,,,,,,,,
184,TN384,09/30/20,15:14:14,09/30/20,8:14:14, 48 12.47 N, 123 27.77 W,48.208,123.463,136,6,,80.465,79.773,8.820,8.821,44.643,,32.564,32.572,38.603,,25.240,25.246,4.205,3.897,4.051,,,4.237,4.174,,4.206,,,,7.960,,,,,29.079,0.240,0.414,2.213,43.444,,0.067,,,,,,,,,,,,,
185,TN384,09/30/20,15:16:36,09/30/20,8:16:36, 48 12.47 N, 123 27.77 W,48.208,123.463,136,7,,52.190,51.744,9.491,9.492,30.840,,31.965,31.972,31.402,,24.666,24.672,4.731,4.377,4.554,,,,,,,,,,7.987,,,,,,,,,,,0.138,,,,,,,,,,,,,
186,TN384,09/30/20,15:16:43,09/30/20,8:16:43, 48 12.47 N, 123 27.77 W,48.208,123.463,136,8,,52.293,51.847,9.509,9.511,30.901,,31.947,31.955,31.424,,24.650,24.655,4.747,4.386,4.566,,,4.783,4.799,,4.791,,,,7.986,,,,,27.495,0.291,0.650,2.178,44.271,,0.138,0.492,0.459,0.476,,0.304,0.371,0.338,,,,,,
187,TN384,09/30/20,15:18:11,09/30/20,8:18:11, 48 12.47 N, 123 27.77 W,48.208,123.463,136,9,,30.950,30.688,10.239,10.240,20.595,,31.564,31.572,26.079,,24.231,24.238,5.426,4.998,5.212,,,,,,,,,,8.024,,,,,,,,,,,0.331,,,,,,,,,,,,,
188,TN384,09/30/20,15:18:19,09/30/20,8:18:19, 48 12.47 N, 123 27.77 W,48.208,123.463,136,10,,30.968,30.705,10.239,10.240,20.604,,31.556,31.564,26.080,,24.225,24.231,5.424,4.995,5.210,,,5.343,,,5.343,,,,8.024,,,,,25.815,0.392,0.739,2.109,43.542,,0.309,0.769,0.776,0.772,,0.228,0.235,0.231,,,,,,
189,TN384,09/30/20,15:19:56,09/30/20,8:19:56, 48 12.47 N, 123 27.77 W,48.208,123.463,136,11,,20.588,20.414,10.303,10.306,15.446,,31.457,31.463,23.451,,24.137,24.141,5.458,5.014,5.236,,,,,,,,,,8.024,,,,,,,,,,,0.336,,,,,,,,,,,,,
190,TN384,09/30/20,15:20:04,09/30/20,8:20:04, 48 12.47 N, 123 27.77 W,48.208,123.463,136,12,,20.586,20.411,10.311,10.312,15.449,,31.451,31.460,23.450,,24.131,24.138,5.464,5.015,5.239,,,5.489,5.431,,5.460,,,,8.024,,,,,25.904,0.394,0.734,2.135,44.162,,0.349,0.836,0.846,0.841,,0.271,0.313,0.292,,,,,,
191,TN384,09/30/20,15:21:18,09/30/20,8:21:18, 48 12.47 N, 123 27.77 W,48.208,123.463,136,13,,10.395,10.307,10.335,10.336,10.365,,31.311,31.321,20.838,,24.018,24.025,5.708,5.266,5.487,,,,,,,,,,8.030,,,,,,,,,,,0.375,,,,,,,,,,,,,
192,TN384,09/30/20,15:21:26,09/30/20,8:21:26, 48 12.47 N, 123 27.77 W,48.208,123.463,136,14,,10.376,10.289,10.334,10.335,10.355,,31.313,31.322,20.834,,24.019,24.026,5.706,5.244,5.475,,,5.670,,,5.670,,,,8.032,,,,,25.948,0.384,0.683,2.129,44.366,,0.370,0.836,0.867,0.851,,0.229,0.323,0.276,,,,,,
193,TN384,09/30/20,15:22:35,09/30/20,8:22:35, 48 12.47 N, 123 27.77 W,48.208,123.463,136,15,,5.523,5.477,10.338,10.338,7.930,,31.318,31.327,19.624,,24.023,24.029,5.682,5.234,5.458,,,,,,,,,,8.033,,,,,,,,,,,0.388,,,,,,,,,,,,,
194,TN384,09/30/20,15:22:46,09/30/20,8:22:46, 48 12.47 N, 123 27.77 W,48.208,123.463,136,16,,5.563,5.516,10.329,10.330,7.946,,31.320,31.330,19.633,,24.026,24.033,5.694,5.258,5.476,,,5.694,,,5.694,,,,8.033,,,,,25.925,0.374,0.641,2.130,44.534,,0.414,1.032,0.819,0.926,,0.231,0.210,0.221,,,,,,
195,TN384,09/30/20,15:23:43,09/30/20,8:23:43, 48 12.47 N, 123 27.77 W,48.208,123.463,136,17,,2.787,2.763,10.359,10.363,6.573,,31.315,31.325,18.944,,24.017,24.024,5.744,5.274,5.509,,,,,,,,,,8.033,,,,,,,,,,,0.468,,,,,,,,,,,,,
196,TN384,09/30/20,15:23:50,09/30/20,8:23:50, 48 12.47 N, 123 27.77 W,48.208,123.463,136,18,,2.775,2.752,10.347,10.347,6.561,,31.313,31.322,18.937,,24.017,24.024,5.764,5.292,5.528,,,5.827,5.722,,5.774,,,,8.033,,,,,25.882,0.369,0.670,2.135,44.420,,0.473,0.691,1.042,0.867,,0.394,0.325,0.360,,,,,,
197,TN384,09/30/20,18:22:32,09/30/20,11:22:32, 48 16.33 N, 123 01.11 W,48.272,123.019,22,1,,90.870,90.086,9.365,9.365,50.117,,32.269,32.279,41.193,,24.925,24.932,4.652,4.299,4.476,,,,,,,,,,8.020,,,,,,,,,,,0.163,,,,,,,,,,,,,
198,TN384,09/30/20,18:22:39,09/30/20,11:22:39, 48 16.33 N, 123 01.11 W,48.272,123.019,22,2,,90.900,90.115,9.366,9.366,50.133,,32.268,32.278,41.200,,24.924,24.931,4.648,4.299,4.473,,,4.670,4.632,,4.651,,,,8.020,,,,,27.766,0.328,0.713,2.169,42.977,,0.177,,,,,,,,,,,,,
199,TN384,09/30/20,18:24:07,09/30/20,11:24:07, 48 16.33 N, 123 01.11 W,48.272,123.019,22,3,,80.767,80.072,9.572,9.572,45.169,,32.136,32.146,38.653,,24.788,24.795,4.821,4.461,4.641,,,,,,,,,,8.024,,,,,,,,,,,0.209,,,,,,,,,,,,,
200,TN384,09/30/20,18:24:15,09/30/20,11:24:15, 48 16.33 N, 123 01.11 W,48.272,123.019,22,4,,80.725,80.031,9.571,9.571,45.148,,32.137,32.146,38.642,,24.788,24.796,4.834,4.470,4.652,,,4.852,4.853,,4.853,,,,8.025,,,,,27.348,0.343,0.750,2.174,42.877,,0.233,,,,,,,,,,,,,
201,TN384,09/30/20,18:26:07,09/30/20,11:26:07, 48 16.33 N, 123 01.11 W,48.272,123.019,22,5,,50.242,49.813,9.990,9.990,30.116,,31.848,31.857,30.982,,24.494,24.501,5.033,4.629,4.831,,,,,,,,,,8.025,,,,,,,,,,,0.235,,,,,,,,,,,,,
202,TN384,09/30/20,18:26:14,09/30/20,11:26:14, 48 16.33 N, 123 01.11 W,48.272,123.019,22,6,,50.198,49.769,9.988,9.988,30.093,,31.849,31.858,30.971,,24.496,24.503,5.026,4.642,4.834,,,5.149,5.147,,5.148,,,,8.025,,,,,26.600,0.430,0.889,2.163,43.337,,0.247,0.432,0.451,0.442,,0.320,0.335,0.328,,,,,,
203,TN384,09/30/20,18:27:38,09/30/20,11:27:38, 48 16.33 N, 123 01.11 W,48.272,123.019,22,7,,30.198,29.942,10.359,10.360,20.279,,31.585,31.595,25.932,,24.228,24.235,5.239,4.833,5.036,,,,,,,,,,8.039,,,,,,,,,,,0.264,,,,,,,,,,,,,
204,TN384,09/30/20,18:27:45,09/30/20,11:27:45, 48 16.33 N, 123 01.11 W,48.272,123.019,22,8,,30.199,29.943,10.350,10.348,20.274,,31.593,31.605,25.934,,24.236,24.245,5.227,4.822,5.025,,,5.211,,,5.211,,,,8.039,,,,,25.753,0.468,0.904,2.169,43.934,,0.266,0.671,0.593,0.632,,0.394,0.372,0.383,,,,,,
205,TN384,09/30/20,18:28:59,09/30/20,11:28:59, 48 16.33 N, 123 01.11 W,48.272,123.019,22,9,,20.294,20.122,10.599,10.600,15.447,,31.357,31.366,23.402,,24.009,24.016,5.421,4.996,5.208,,,,,,,,,,8.042,,,,,,,,,,,0.303,,,,,,,,,,,,,
206,TN384,09/30/20,18:29:07,09/30/20,11:29:07, 48 16.33 N, 123 01.11 W,48.272,123.019,22,10,,20.269,20.097,10.574,10.574,15.421,,31.386,31.395,23.404,,24.036,24.044,5.380,4.966,5.173,,,5.432,5.431,,5.432,,,,8.042,,,,,25.344,0.486,0.927,2.161,44.541,,0.294,0.537,0.506,0.521,,0.518,0.549,0.533,,,,,,
207,TN384,09/30/20,18:30:22,09/30/20,11:30:22, 48 16.33 N, 123 01.11 W,48.272,123.019,22,11,,10.185,10.099,10.593,10.595,10.389,,31.246,31.255,20.817,,23.924,23.931,5.454,5.035,5.244,,,,,,,,,,8.046,,,,,,,,,,,0.421,,,,,,,,,,,,,
208,TN384,09/30/20,18:30:31,09/30/20,11:30:31, 48 16.33 N, 123 01.11 W,48.272,123.019,22,12,,10.168,10.082,10.590,10.590,10.379,,31.250,31.259,20.814,,23.928,23.935,5.464,5.028,5.246,,,5.478,,,5.478,,,,8.047,,,,,25.358,0.497,0.933,2.179,44.741,,0.423,,0.629,0.629,,,0.508,0.508,,,,,,
209,TN384,09/30/20,18:31:36,09/30/20,11:31:36, 48 16.33 N, 123 01.11 W,48.272,123.019,22,13,,5.245,5.201,10.620,10.623,7.933,,31.240,31.249,19.586,,23.914,23.921,5.466,5.027,5.246,,,,,,,,,,8.048,,,,,,,,,,,0.291,,,,,,,,,,,,,
210,TN384,09/30/20,18:31:44,09/30/20,11:31:44, 48 16.33 N, 123 01.11 W,48.272,123.019,22,14,,5.219,5.175,10.620,10.620,7.919,,31.241,31.250,19.580,,23.915,23.923,5.472,5.035,5.253,,,5.450,,,5.450,,,,8.051,,,,,25.320,0.475,0.886,2.153,44.739,,0.282,0.619,0.588,0.604,,0.508,0.560,0.534,,,,,,
211,TN384,09/30/20,18:32:46,09/30/20,11:32:46, 48 16.33 N, 123 01.11 W,48.272,123.019,22,15,,2.931,2.907,10.684,10.634,6.807,,31.214,31.189,19.011,,23.883,23.872,5.470,5.032,5.251,,,,,,,,,,8.051,,,,,,,,,,,0.192,,,,,,,,,,,,,
212,TN384,09/30/20,18:32:54,09/30/20,11:32:54, 48 16.33 N, 123 01.11 W,48.272,123.019,22,16,,2.861,2.837,10.575,10.583,6.718,,31.133,31.144,18.926,,23.839,23.846,5.472,5.033,5.253,,,5.500,5.470,,5.485,,,,8.054,,,,,25.611,0.434,0.978,2.161,45.152,,0.196,0.551,0.443,0.497,,0.447,0.435,0.441,,,,,,
213,TN384,09/30/20,22:00:15,09/30/20,15:00:15, 47 59.02 N, 122 37.20 W,47.984,122.620,7,1,,91.540,90.752,10.952,10.962,51.246,,31.224,31.226,41.235,,23.847,23.847,5.506,5.073,5.290,,,,,,,,,,8.076,,,,,,,,,,,0.342,,,,,,,,,,,,,
214,TN384,09/30/20,22:00:25,09/30/20,15:00:25, 47 59.02 N, 122 37.20 W,47.984,122.620,7,2,,91.773,90.983,10.965,10.967,51.369,,31.215,31.223,41.292,,23.838,23.843,5.516,5.074,5.295,,,5.568,5.614,,5.591,,,,8.075,,,,,24.733,0.571,0.866,2.164,44.175,,0.371,,,,,,,,,,,,,
215,TN384,09/30/20,22:02:54,09/30/20,15:02:54, 47 59.02 N, 122 37.20 W,47.984,122.620,7,3,,51.404,50.967,11.205,11.205,31.304,,31.048,31.058,31.176,,23.666,23.673,5.626,5.186,5.406,,,,,,,,,,8.077,,,,,,,,,,,0.338,,,,,,,,,,,,,
216,TN384,09/30/20,22:03:04,09/30/20,15:03:04, 47 59.02 N, 122 37.20 W,47.984,122.620,7,4,,51.534,51.095,11.160,11.164,31.347,,31.079,31.086,31.213,,23.697,23.702,5.614,5.168,5.391,,,5.628,5.681,,5.655,,,,8.077,,,,,24.279,0.631,0.805,2.158,43.921,,0.337,0.557,0.537,0.547,,0.716,0.716,0.716,,,,,,
217,TN384,09/30/20,22:04:50,09/30/20,15:04:50, 47 59.02 N, 122 37.20 W,47.984,122.620,7,5,,31.033,30.771,11.597,11.599,21.315,,30.769,30.777,26.042,,23.379,23.384,5.762,5.317,5.540,,,,,,,,,,8.090,,,,,,,,,,,0.341,,,,,,,,,,,,,
218,TN384,09/30/20,22:04:57,09/30/20,15:04:57, 47 59.02 N, 122 37.20 W,47.984,122.620,7,6,,31.050,30.787,11.611,11.608,21.330,,30.758,30.770,26.044,,23.368,23.377,5.770,5.304,5.537,,,5.788,,,5.788,,,,8.090,,,,,23.623,0.700,0.772,2.148,43.906,,0.343,0.557,0.660,0.609,,0.706,0.540,0.623,,,,,,
219,TN384,09/30/20,22:06:21,09/30/20,15:06:21, 47 59.02 N, 122 37.20 W,47.984,122.620,7,7,,20.119,19.949,11.895,11.896,16.007,,30.524,30.533,23.265,,23.135,23.142,5.937,5.462,5.699,,,,,,,,,,8.102,,,,,,,,,,,0.429,,,,,,,,,,,,,
220,TN384,09/30/20,22:06:30,09/30/20,15:06:30, 47 59.02 N, 122 37.20 W,47.984,122.620,7,8,,20.125,19.955,11.902,11.903,16.014,,30.518,30.526,23.266,,23.128,23.135,5.938,5.464,5.701,,,5.979,5.962,,5.970,,,,8.102,,,,,22.863,0.695,0.562,2.118,43.751,,0.437,0.702,0.733,0.717,,0.687,0.677,0.682,,,,,,
221,TN384,09/30/20,22:07:57,09/30/20,15:07:57, 47 59.02 N, 122 37.20 W,47.984,122.620,7,9,,9.847,9.764,11.997,11.998,10.922,,30.431,30.440,20.677,,23.044,23.051,6.024,5.544,5.784,,,,,,,,,,8.107,,,,,,,,,,,0.542,,,,,,,,,,,,,
222,TN384,09/30/20,22:08:12,09/30/20,15:08:12, 47 59.02 N, 122 37.20 W,47.984,122.620,7,10,,9.852,9.769,11.990,11.988,10.921,,30.435,30.447,20.678,,23.049,23.058,6.020,5.542,5.781,,,6.044,,,6.044,,,,8.107,,,,,22.502,0.692,0.520,2.106,43.667,,0.564,0.805,1.176,0.991,,0.730,0.494,0.612,,,,,,
223,TN384,09/30/20,22:09:39,09/30/20,15:09:39, 47 59.02 N, 122 37.20 W,47.984,122.620,7,11,,5.160,5.117,12.126,12.125,8.643,,30.352,30.362,19.497,,22.959,22.967,6.117,5.605,5.861,,,,,,,,,,8.111,,,,,,,,,,,0.578,,,,,,,,,,,,,
224,TN384,09/30/20,22:09:46,09/30/20,15:09:46, 47 59.02 N, 122 37.20 W,47.984,122.620,7,12,,5.151,5.108,12.135,12.126,8.643,,30.348,30.361,19.496,,22.955,22.966,6.048,5.589,5.819,,,6.133,,,6.133,,,,8.111,,,,,22.394,0.694,0.676,2.083,43.581,,0.571,1.104,1.104,1.104,,0.545,0.556,0.551,,,,,,
225,TN384,09/30/20,22:10:47,09/30/20,15:10:47, 47 59.02 N, 122 37.20 W,47.984,122.620,7,13,,3.134,3.108,12.089,12.090,7.612,,30.370,30.379,18.991,,22.979,22.986,6.087,5.582,5.834,,,,,,,,,,8.111,,,,,,,,,,,0.595,,,,,,,,,,,,,
226,TN384,09/30/20,22:10:55,09/30/20,15:10:55, 47 59.02 N, 122 37.20 W,47.984,122.620,7,14,,3.133,3.107,12.084,12.085,7.608,,30.370,30.379,18.989,,22.981,22.988,6.076,5.588,5.832,,,6.124,6.109,,6.117,,,,8.111,,,,,22.520,0.699,0.638,2.093,43.628,,0.598,1.021,1.187,1.104,,0.565,0.411,0.488,,,,,,
227,TN384,09/01/20,1:06:45,08/31/20,18:06:45, 47 42.09 N, 122 28.43 W,47.702,122.474,28,1,,176.510,174.959,11.633,11.633,94.072,,30.879,30.888,62.475,,23.461,23.468,5.410,4.977,5.193,,,,,,,,,,8.081,,,,,,,,,,,0.242,,,,,,,,,,,,,
228,TN384,09/01/20,1:06:52,08/31/20,18:06:52, 47 42.09 N, 122 28.43 W,47.702,122.474,28,2,,176.512,174.960,11.634,11.634,94.073,,30.879,30.888,62.476,,23.460,23.468,5.392,4.971,5.182,,,5.537,5.567,,5.552,,,,8.082,,,,,23.678,0.766,1.000,2.247,46.355,,0.216,,,,,,,,,,,,,
229,TN384,09/01/20,1:07:00,08/31/20,18:07:00, 47 42.09 N, 122 28.43 W,47.702,122.474,28,3,,176.529,174.977,11.637,11.637,94.083,,30.877,30.886,62.480,,23.459,23.466,5.410,4.981,5.196,,,,,,,,,,8.082,,,,,,,,,,,0.222,,,,,,,,,,,,,
230,TN384,09/01/20,1:07:07,08/31/20,18:07:07, 47 42.09 N, 122 28.43 W,47.702,122.474,28,4,,176.533,174.982,11.638,11.637,94.085,,30.877,30.886,62.481,,23.458,23.466,5.397,4.972,5.185,,,5.423,,,5.423,,,,8.082,,,,,23.628,0.765,1.039,2.236,46.408,,0.236,,,,,,,,,,,,,
231,TN384,09/01/20,1:09:30,08/31/20,18:09:30, 47 42.09 N, 122 28.43 W,47.702,122.474,28,5,,151.380,150.059,11.752,11.751,81.566,,30.816,30.826,56.191,,23.390,23.398,5.399,4.973,5.186,,,,,,,,,,8.083,,,,,,,,,,,0.138,,,,,,,,,,,,,
232,TN384,09/01/20,1:09:38,08/31/20,18:09:38, 47 42.09 N, 122 28.43 W,47.702,122.474,28,6,,151.383,150.061,11.753,11.753,81.568,,30.816,30.824,56.192,,23.390,23.396,5.399,4.982,5.190,,,5.494,5.430,,5.462,,,,8.083,,,,,23.678,0.775,0.837,2.226,45.587,,0.149,,,,,,,,,,,,,
233,TN384,09/01/20,1:12:11,08/31/20,18:12:11, 47 42.09 N, 122 28.43 W,47.702,122.474,28,7,,111.313,110.352,11.853,11.853,61.583,,30.757,30.766,46.170,,23.325,23.332,5.330,4.913,5.121,,,,,,,,,,8.084,,,,,,,,,,,0.141,,,,,,,,,,,,,
234,TN384,09/01/20,1:12:19,08/31/20,18:12:19, 47 42.09 N, 122 28.43 W,47.702,122.474,28,8,,111.308,110.347,11.853,11.853,61.580,,30.757,30.766,46.169,,23.325,23.332,5.344,4.911,5.127,,,5.457,,,5.457,,,,8.084,,,,,23.469,0.751,0.831,2.236,44.626,,0.156,,,,,,,,,,,,,
235,TN384,09/01/20,1:14:44,08/31/20,18:14:44, 47 42.09 N, 122 28.43 W,47.702,122.474,28,9,,80.995,80.302,11.964,11.964,46.479,,30.689,30.698,38.584,,23.251,23.259,5.171,4.754,4.963,,,,,,,,,,8.083,,,,,,,,,,,0.113,,,,,,,,,,,,,
236,TN384,09/01/20,1:14:52,08/31/20,18:14:52, 47 42.09 N, 122 28.43 W,47.702,122.474,28,10,,80.957,80.264,11.963,11.964,46.460,,30.689,30.698,38.574,,23.251,23.259,5.151,4.753,4.952,,,5.255,5.162,,5.209,,,,8.083,,,,,23.697,0.748,0.542,2.229,43.566,,0.102,,,,,,,,,,,,,
237,TN384,09/01/20,1:17:35,08/31/20,18:17:35, 47 42.09 N, 122 28.43 W,47.702,122.474,28,11,,50.102,49.677,12.275,12.275,31.189,,30.556,30.566,30.872,,23.091,23.099,5.251,4.844,5.047,,,,,,,,,,8.087,,,,,,,,,,,0.122,,,,,,,,,,,,,
238,TN384,09/01/20,1:17:43,08/31/20,18:17:43, 47 42.09 N, 122 28.43 W,47.702,122.474,28,12,,50.092,49.667,12.276,12.275,31.184,,30.556,30.566,30.870,,23.091,23.099,5.260,4.836,5.048,,,5.239,5.268,,5.253,,,,8.088,,,,,23.639,0.770,0.104,2.215,44.353,,0.108,0.156,0.203,0.180,,0.262,0.272,0.267,,,,,,
239,TN384,09/01/20,1:19:51,08/31/20,18:19:51, 47 42.09 N, 122 28.43 W,47.702,122.474,28,13,,30.373,30.117,13.026,13.026,21.700,,30.275,30.285,25.987,,22.731,22.739,6.404,5.880,6.142,,,,,,,,,,8.141,,,,,,,,,,,1.136,,,,,,,,,,,,,
240,TN384,09/01/20,1:19:59,08/31/20,18:19:59, 47 42.09 N, 122 28.43 W,47.702,122.474,28,14,,30.398,30.142,13.024,13.024,21.711,,30.277,30.286,25.994,,22.733,22.741,6.405,5.874,6.140,,,6.371,,,6.371,,,,8.142,,,,,20.858,1.034,0.596,2.086,41.004,,0.807,1.269,1.011,1.140,,0.161,0.576,0.368,,,,,,
241,TN384,09/01/20,1:22:42,08/31/20,18:22:42, 47 42.09 N, 122 28.43 W,47.702,122.474,28,15,,20.667,20.494,13.171,13.172,16.919,,30.230,30.240,23.575,,22.669,22.676,6.723,6.160,6.442,,,,,,,,,,8.165,,,,,,,,,,,0.667,,,,,,,,,,,,,
242,TN384,09/01/20,1:22:49,08/31/20,18:22:49, 47 42.09 N, 122 28.43 W,47.702,122.474,28,16,,20.667,20.493,13.172,13.171,16.919,,30.231,30.241,23.575,,22.669,22.677,6.714,6.167,6.441,,,6.671,6.641,,6.656,,,,8.168,,,,,20.251,1.051,0.323,2.051,41.002,,0.609,0.887,0.650,0.769,,0.470,0.436,0.453,,,,,,
243,TN384,09/01/20,1:24:17,08/31/20,18:24:17, 47 42.09 N, 122 28.43 W,47.702,122.474,28,17,,10.138,10.053,13.338,13.340,11.738,,30.175,30.188,20.956,,22.593,22.603,6.982,6.390,6.686,,,,,,,,,,8.180,,,,,,,,,,,1.471,,,,,,,,,,,,,
