Cruise ID,UTC Time,Latitude DegMin,Longitude DegMin,Latitude Deg,Longitude Deg,Station,Pressure,Depth,Temperature,Salinity,Sigma-t,Oxygen Concentration MG,Chlorophyll Fluorescence ,Nitrate,Nitrite,Ammonium,Phosphate,Silicate,Oxygen Concentration MG Titration,Chlorophyll Concentration,Phaeopigment Concentration
,,[deg min],[deg min],[deg],[deg],,[db],[m],[deg C],,[kg/m^3],[mg/l],[mg/m^3],[uM],[uM],[uM],[uM],[uM],[mg/l],[ug/l],[ug/l]
,,,,,,,CTD,CTD,CTD,CTD,CTD,CTD,CTD,Lab,Lab,Lab,Lab,Lab,Lab,Lab,Lab
 BOLD200808,Aug 13 2008 05:54:01,48 7.92 N,122 23.82 W,48.132,-122.397,P2,1.13,1.12,17.09,25.16,17.96,11.44,4.50,,,,,,,,
 BOLD200808,Aug 13 2008 05:54:01,48 7.92 N,122 23.82 W,48.132,-122.397,P2,1.14,1.13,17.04,25.20,18.00,11.57,4.36,0.27,0.02,0.08,0.36,18.35,11.52,21.71,2.36
 BOLD200808,Aug 13 2008 05:54:01,48 7.92 N,122 23.82 W,48.132,-122.397,P2,4.88,4.84,13.23,28.26,21.14,13.29,11.00,9.86,0.48,0.04,1.16,22.26,9.75,3.31,0.72
 BOLD200808,Aug 13 2008 05:54:01,48 7.92 N,122 23.82 W,48.132,-122.397,P2,10.11,10.03,11.43,29.14,22.14,6.80,4.90,22.69,0.66,0.01,2.05,42.07,6.54,2.77,1.24
 BOLD200808,Aug 13 2008 05:54:01,48 7.92 N,122 23.82 W,48.132,-122.397,P2,20.50,20.32,10.25,29.23,22.41,6.09,2.91,27.56,0.05,0.06,2.35,43.80,6.04,0.56,0.36
 BOLD200808,Aug 13 2008 05:54:01,48 7.92 N,122 23.82 W,48.132,-122.397,P2,30.26,30.01,9.77,29.29,22.53,6.14,2.21,28.57,0.02,,2.44,47.53,6.13,0.18,0.18
 BOLD200808,Aug 13 2008 05:54:01,48 7.92 N,122 23.82 W,48.132,-122.397,P2,49.96,49.53,9.29,29.43,22.72,6.02,2.19,30.71,0.00,0.00,2.61,53.52,5.89,0.11,0.26
 BOLD200808,Aug 13 2008 05:54:01,48 7.92 N,122 23.82 W,48.132,-122.397,P2,80.61,79.92,8.76,29.62,22.94,5.02,2.28,33.95,0.02,0.00,2.94,62.63,4.91,,
 BOLD200808,Aug 13 2008 05:54:01,48 7.92 N,122 23.82 W,48.132,-122.397,P2,101.36,100.49,8.49,29.73,23.07,4.36,2.22,35.60,0.01,0.00,3.31,73.13,4.16,,
 BOLD200808,Aug 13 2008 05:54:01,48 7.92 N,122 23.82 W,48.132,-122.397,P2,117.01,116.00,8.27,29.93,23.26,2.85,2.63,35.19,0.01,0.01,3.59,86.40,3.22,,
 BOLD200808,Aug 13 2008 07:37:56,48 1.02 N,122 18.18 W,48.017,-122.303,P1,1.22,1.21,15.75,26.22,19.06,12.43,7.29,1.13,0.08,0.43,0.38,13.19,11.56,11.23,1.26
 BOLD200808,Aug 13 2008 07:37:56,48 1.02 N,122 18.18 W,48.017,-122.303,P1,1.22,1.21,15.77,26.22,19.05,12.41,7.56,,,,,,,,
 BOLD200808,Aug 13 2008 07:37:56,48 1.02 N,122 18.18 W,48.017,-122.303,P1,4.69,4.65,13.80,27.39,20.36,11.26,17.07,3.26,0.23,0.09,0.67,15.71,10.04,19.18,2.67
 BOLD200808,Aug 13 2008 07:37:56,48 1.02 N,122 18.18 W,48.017,-122.303,P1,9.69,9.61,12.54,29.07,21.89,8.96,11.77,15.40,0.87,0.84,1.53,29.76,8.15,18.14,1.42
 BOLD200808,Aug 13 2008 07:37:56,48 1.02 N,122 18.18 W,48.017,-122.303,P1,20.19,20.02,10.53,29.44,22.53,6.29,2.50,25.90,0.08,0.21,2.24,45.98,6.17,0.37,0.24
 BOLD200808,Aug 13 2008 07:37:56,48 1.02 N,122 18.18 W,48.017,-122.303,P1,30.18,29.92,10.69,29.58,22.61,6.24,2.17,26.34,0.02,0.05,2.30,47.35,6.04,0.23,0.19
 BOLD200808,Aug 13 2008 07:37:56,48 1.02 N,122 18.18 W,48.017,-122.303,P1,50.30,49.87,10.15,29.62,22.73,5.84,2.09,27.73,0.01,0.05,2.42,50.64,5.78,0.14,0.34
 BOLD200808,Aug 13 2008 07:37:56,48 1.02 N,122 18.18 W,48.017,-122.303,P1,80.95,80.25,9.87,29.86,22.97,5.36,2.18,28.60,0.08,0.33,2.52,57.57,5.33,,
 BOLD200808,Aug 13 2008 07:37:56,48 1.02 N,122 18.18 W,48.017,-122.303,P1,105.22,104.31,8.32,29.90,23.23,2.92,2.78,31.99,0.05,0.33,3.17,78.53,3.78,,
 BOLD200808,Aug 13 2008 09:40:39,47 55.5 N,122 28.14 W,47.925,-122.469,P6,1.08,1.07,14.91,27.50,20.22,11.31,12.00,0.56,0.21,0.32,0.63,17.01,11.12,15.49,0.53
 BOLD200808,Aug 13 2008 09:40:39,47 55.5 N,122 28.14 W,47.925,-122.469,P6,5.13,5.09,14.11,28.10,20.84,10.83,11.24,3.56,0.41,0.29,0.99,22.99,9.30,15.84,0.78
 BOLD200808,Aug 13 2008 09:40:39,47 55.5 N,122 28.14 W,47.925,-122.469,P6,9.82,9.74,11.80,29.54,22.39,7.20,4.35,15.19,0.91,1.09,1.89,42.41,7.13,3.59,0.28
 BOLD200808,Aug 13 2008 09:40:39,47 55.5 N,122 28.14 W,47.925,-122.469,P6,20.36,20.19,11.71,29.60,22.45,7.08,3.88,16.54,0.89,0.73,1.98,43.28,6.91,1.98,0.27
 BOLD200808,Aug 13 2008 09:40:39,47 55.5 N,122 28.14 W,47.925,-122.469,P6,29.55,29.30,11.55,29.83,22.66,6.81,3.49,17.22,0.88,1.73,2.00,44.05,6.67,1.75,0.20
 BOLD200808,Aug 13 2008 09:40:39,47 55.5 N,122 28.14 W,47.925,-122.469,P6,50.08,49.66,11.52,29.91,22.73,6.72,3.24,17.83,0.86,1.22,2.08,45.26,6.48,1.31,0.52
 BOLD200808,Aug 13 2008 09:40:39,47 55.5 N,122 28.14 W,47.925,-122.469,P6,81.44,80.74,11.25,30.21,23.01,6.36,3.17,18.55,0.76,1.41,2.16,46.03,6.27,,
 BOLD200808,Aug 13 2008 09:40:39,47 55.5 N,122 28.14 W,47.925,-122.469,P6,113.89,112.90,10.88,30.55,23.33,5.90,3.36,19.73,0.69,2.16,2.21,47.50,5.88,,
 BOLD200808,Aug 13 2008 10:50:10,47 59.04 N,122 37.2 W,47.984,-122.620,P7,1.31,1.30,13.37,29.64,22.17,8.41,6.18,9.53,0.50,1.43,1.57,36.78,,6.71,0.51
 BOLD200808,Aug 13 2008 10:50:10,47 59.04 N,122 37.2 W,47.984,-122.620,P7,1.32,1.31,13.35,29.64,22.18,8.38,5.86,,,,,,8.19,,
 BOLD200808,Aug 13 2008 10:50:10,47 59.04 N,122 37.2 W,47.984,-122.620,P7,1.34,1.33,13.36,29.64,22.17,8.41,6.11,,,,,,,,
 BOLD200808,Aug 13 2008 10:50:10,47 59.04 N,122 37.2 W,47.984,-122.620,P7,3.35,3.32,13.31,29.65,22.19,8.38,6.01,11.33,0.57,1.29,1.68,39.37,,5.19,0.64
 BOLD200808,Aug 13 2008 10:50:10,47 59.04 N,122 37.2 W,47.984,-122.620,P7,4.84,4.80,13.07,29.66,22.24,8.19,5.39,12.77,0.61,1.82,1.79,40.92,7.68,5.16,0.51
 BOLD200808,Aug 13 2008 10:50:10,47 59.04 N,122 37.2 W,47.984,-122.620,P7,10.89,10.80,12.13,29.94,22.64,7.29,4.74,14.90,0.64,1.20,1.90,42.81,7.07,2.81,0.40
 BOLD200808,Aug 13 2008 10:50:10,47 59.04 N,122 37.2 W,47.984,-122.620,P7,13.56,13.45,12.01,30.00,22.71,7.15,4.41,15.94,0.65,1.47,1.97,42.78,,3.66,0.52
 BOLD200808,Aug 13 2008 10:50:10,47 59.04 N,122 37.2 W,47.984,-122.620,P7,20.14,19.97,11.39,30.28,23.04,6.52,3.69,18.04,0.67,1.46,2.13,45.73,6.38,1.80,0.39
 BOLD200808,Aug 13 2008 10:50:10,47 59.04 N,122 37.2 W,47.984,-122.620,P7,30.25,29.99,11.12,30.45,23.21,6.30,3.61,19.10,0.65,1.49,2.16,45.90,6.24,1.84,0.27
 BOLD200808,Aug 13 2008 10:50:10,47 59.04 N,122 37.2 W,47.984,-122.620,P7,51.05,50.62,10.37,31.09,23.84,5.53,3.27,21.38,0.48,1.82,2.25,48.83,5.43,1.43,0.30
 BOLD200808,Aug 13 2008 10:50:10,47 59.04 N,122 37.2 W,47.984,-122.620,P7,70.47,69.86,9.91,31.47,24.22,5.10,3.19,22.68,0.42,1.76,2.36,50.46,4.94,,
 BOLD200808,Aug 13 2008 10:50:10,47 59.04 N,122 37.2 W,47.984,-122.620,P7,95.55,94.73,9.72,31.61,24.35,4.91,3.28,22.99,0.42,1.39,2.38,50.54,4.93,,
 BOLD200808,Aug 13 2008 12:19:16,47 53.82 N,122 36.3 W,47.897,-122.605,P8,1.21,1.20,13.86,29.59,22.04,8.15,4.89,,,,,,,,
 BOLD200808,Aug 13 2008 12:19:16,47 53.82 N,122 36.3 W,47.897,-122.605,P8,1.21,1.20,13.86,29.58,22.03,8.23,5.16,,,,,,7.48,2.57,0.62
 BOLD200808,Aug 13 2008 12:19:16,47 53.82 N,122 36.3 W,47.897,-122.605,P8,4.87,4.83,12.86,29.86,22.44,7.38,4.40,11.29,0.40,2.30,1.61,40.09,7.03,1.94,0.70
 BOLD200808,Aug 13 2008 12:19:16,47 53.82 N,122 36.3 W,47.897,-122.605,P8,10.07,9.98,12.08,30.11,22.78,6.73,3.31,12.46,0.43,2.02,1.74,42.49,6.53,1.71,0.56
 BOLD200808,Aug 13 2008 12:19:16,47 53.82 N,122 36.3 W,47.897,-122.605,P8,19.95,19.78,11.63,30.30,23.01,6.33,3.05,15.61,0.52,2.31,1.98,44.21,6.19,1.67,0.32
 BOLD200808,Aug 13 2008 12:19:16,47 53.82 N,122 36.3 W,47.897,-122.605,P8,30.39,30.13,11.16,30.51,23.25,6.06,2.99,17.18,0.53,3.63,2.04,46.04,5.96,1.30,0.57
 BOLD200808,Aug 13 2008 12:19:16,47 53.82 N,122 36.3 W,47.897,-122.605,P8,50.61,50.18,10.80,30.71,23.47,5.73,2.74,20.97,0.56,2.10,2.27,49.44,5.55,1.32,0.67
 BOLD200808,Aug 13 2008 12:19:16,47 53.82 N,122 36.3 W,47.897,-122.605,P8,50.61,50.18,10.80,30.71,23.47,5.74,2.71,19.38,0.58,1.92,2.16,47.04,,,
 BOLD200808,Aug 13 2008 12:19:16,47 53.82 N,122 36.3 W,47.897,-122.605,P8,80.76,80.06,10.46,30.95,23.72,5.45,2.57,22.11,0.53,2.01,2.30,50.38,5.36,,
 BOLD200808,Aug 13 2008 12:19:16,47 53.82 N,122 36.3 W,47.897,-122.605,P8,100.59,99.72,10.29,31.10,23.86,5.30,2.77,22.75,0.49,2.14,2.32,50.63,5.21,,
 BOLD200808,Aug 13 2008 12:19:16,47 53.82 N,122 36.3 W,47.897,-122.605,P8,124.71,123.63,10.26,31.13,23.89,5.20,3.28,,,,,,,,
 BOLD200808,Aug 13 2008 12:19:16,47 53.82 N,122 36.3 W,47.897,-122.605,P8,124.72,123.64,10.25,31.14,23.90,5.19,3.04,22.71,0.49,2.20,2.37,52.00,5.15,,
 BOLD200808,Aug 13 2008 13:41:47,47 50.04 N,122 40.02 W,47.834,-122.667,P9,1.22,1.21,14.62,29.22,21.60,8.85,5.66,5.77,0.21,1.21,1.23,31.88,8.48,2.25,0.76
 BOLD200808,Aug 13 2008 13:41:47,47 50.04 N,122 40.02 W,47.834,-122.667,P9,4.97,4.93,14.16,29.36,21.80,8.37,6.22,7.48,0.24,1.17,1.33,35.57,7.66,2.34,0.95
 BOLD200808,Aug 13 2008 13:41:47,47 50.04 N,122 40.02 W,47.834,-122.667,P9,10.10,10.01,12.83,29.62,22.26,7.14,4.76,14.10,0.34,2.06,1.86,44.50,6.78,1.56,1.23
 BOLD200808,Aug 13 2008 13:41:47,47 50.04 N,122 40.02 W,47.834,-122.667,P9,20.43,20.25,11.56,30.06,22.84,6.01,3.28,18.00,0.43,2.97,2.17,46.62,5.97,0.84,0.90
 BOLD200808,Aug 13 2008 13:41:47,47 50.04 N,122 40.02 W,47.834,-122.667,P9,30.25,30.00,11.50,30.22,22.97,6.04,3.10,18.70,0.50,3.09,2.17,47.73,5.99,0.72,0.65
 BOLD200808,Aug 13 2008 13:41:47,47 50.04 N,122 40.02 W,47.834,-122.667,P9,50.66,50.23,11.12,30.53,23.27,5.90,2.71,20.83,0.55,2.58,2.30,50.58,5.61,0.69,0.85
 BOLD200808,Aug 13 2008 13:41:47,47 50.04 N,122 40.02 W,47.834,-122.667,P9,66.23,65.67,10.53,30.88,23.65,5.27,2.92,21.46,0.55,2.74,2.36,51.43,5.39,,
 BOLD200808,Aug 13 2008 14:27:30,47 48.0 N,122 43.26 W,47.800,-122.721,P10,1.08,1.07,14.63,29.20,21.58,8.76,5.37,6.79,0.19,1.28,1.25,30.73,8.45,2.12,0.91
 BOLD200808,Aug 13 2008 14:27:30,47 48.0 N,122 43.26 W,47.800,-122.721,P10,4.95,4.91,14.40,29.24,21.66,8.62,5.76,8.00,0.21,1.46,1.34,32.19,8.26,2.00,0.94
 BOLD200808,Aug 13 2008 14:27:30,47 48.0 N,122 43.26 W,47.800,-122.721,P10,10.12,10.04,13.46,29.48,22.03,7.82,5.29,14.46,0.32,2.17,1.82,41.53,6.88,1.30,0.96
 BOLD200808,Aug 13 2008 14:27:30,47 48.0 N,122 43.26 W,47.800,-122.721,P10,20.31,20.14,11.19,30.20,23.01,5.70,2.75,21.09,0.44,2.73,2.31,49.49,5.51,0.40,0.74
 BOLD200808,Aug 13 2008 14:27:30,47 48.0 N,122 43.26 W,47.800,-122.721,P10,30.73,30.47,11.21,30.32,23.10,5.75,2.58,20.54,0.51,3.23,2.30,49.31,5.74,0.45,0.63
 BOLD200808,Aug 13 2008 14:27:30,47 48.0 N,122 43.26 W,47.800,-122.721,P10,40.47,40.13,11.13,30.43,23.20,5.72,2.53,21.27,0.52,3.10,2.33,49.73,5.62,,
 BOLD200808,Aug 13 2008 14:27:30,47 48.0 N,122 43.26 W,47.800,-122.721,P10,52.31,51.87,10.87,30.63,23.40,5.53,2.63,20.84,0.51,3.01,2.28,48.78,5.72,0.61,0.70
 BOLD200808,Aug 13 2008 15:16:07,47 44.1 N,122 45.78 W,47.735,-122.763,P17,1.22,1.21,14.06,29.06,21.59,9.16,14.00,6.94,0.17,0.40,1.17,28.34,8.55,3.79,2.05
 BOLD200808,Aug 13 2008 15:16:07,47 44.1 N,122 45.78 W,47.735,-122.763,P17,4.88,4.84,13.50,29.16,21.78,8.54,12.20,9.02,0.18,0.95,1.30,30.50,8.11,3.23,1.89
 BOLD200808,Aug 13 2008 15:16:07,47 44.1 N,122 45.78 W,47.735,-122.763,P17,10.02,9.93,13.10,29.32,21.98,7.86,8.72,14.03,0.26,0.74,1.65,37.32,7.10,1.64,1.19
 BOLD200808,Aug 13 2008 15:16:07,47 44.1 N,122 45.78 W,47.735,-122.763,P17,20.90,20.73,10.65,29.94,22.90,5.21,3.06,25.04,0.30,0.69,2.40,50.11,5.20,0.53,0.86
 BOLD200808,Aug 13 2008 15:16:07,47 44.1 N,122 45.78 W,47.735,-122.763,P17,30.34,30.08,10.61,30.10,23.03,5.18,2.54,25.30,0.34,1.55,2.43,51.57,5.14,0.28,0.70
 BOLD200808,Aug 13 2008 15:16:07,47 44.1 N,122 45.78 W,47.735,-122.763,P17,50.62,50.19,10.68,30.19,23.09,5.26,2.40,24.19,0.40,2.09,2.42,51.13,5.18,0.27,0.57
 BOLD200808,Aug 13 2008 15:16:07,47 44.1 N,122 45.78 W,47.735,-122.763,P17,50.63,50.20,10.68,30.19,23.09,5.25,2.42,,,,,,,,
 BOLD200808,Aug 13 2008 15:16:07,47 44.1 N,122 45.78 W,47.735,-122.763,P17,80.79,80.10,11.05,30.47,23.24,5.63,2.35,21.16,0.55,3.50,2.30,50.43,5.52,,
 BOLD200808,Aug 13 2008 15:16:07,47 44.1 N,122 45.78 W,47.735,-122.763,P17,80.81,80.12,11.05,30.47,23.24,5.60,2.37,,,,,,,,
 BOLD200808,Aug 13 2008 15:16:07,47 44.1 N,122 45.78 W,47.735,-122.763,P17,97.00,96.17,11.02,30.50,23.28,5.56,2.48,21.03,0.54,3.44,2.29,50.25,5.52,,
 BOLD200808,Aug 13 2008 15:16:07,47 44.1 N,122 45.78 W,47.735,-122.763,P17,97.03,96.20,11.02,30.51,23.28,5.57,2.53,,,,,,,,
 BOLD200808,Aug 13 2008 15:56:20,47 41.52 N,122 45.78 W,47.692,-122.763,P16,1.00,0.99,14.71,28.97,21.39,9.54,12.47,5.45,0.12,0.51,1.08,23.26,8.92,3.83,1.82
 BOLD200808,Aug 13 2008 15:56:20,47 41.52 N,122 45.78 W,47.692,-122.763,P16,4.84,4.80,12.81,29.34,22.05,7.78,10.01,15.42,0.21,0.37,1.76,26.72,6.77,2.29,1.68
 BOLD200808,Aug 13 2008 15:56:20,47 41.52 N,122 45.78 W,47.692,-122.763,P16,9.53,9.45,11.36,29.70,22.59,6.02,5.68,24.56,0.18,0.19,2.33,48.32,5.34,0.83,0.89
 BOLD200808,Aug 13 2008 15:56:20,47 41.52 N,122 45.78 W,47.692,-122.763,P16,20.41,20.24,10.19,29.89,22.94,4.87,2.67,28.32,0.05,0.12,2.64,53.50,4.67,0.22,0.91
 BOLD200808,Aug 13 2008 15:56:20,47 41.52 N,122 45.78 W,47.692,-122.763,P16,30.41,30.16,9.88,29.94,23.02,4.60,2.25,29.89,0.04,0.08,2.72,55.22,4.53,0.13,0.65
 BOLD200808,Aug 13 2008 15:56:20,47 41.52 N,122 45.78 W,47.692,-122.763,P16,50.12,49.70,9.89,30.07,23.12,4.53,2.25,29.58,0.20,0.24,2.71,56.00,4.52,0.13,0.61
 BOLD200808,Aug 13 2008 15:56:20,47 41.52 N,122 45.78 W,47.692,-122.763,P16,80.94,80.25,10.81,30.41,23.24,5.37,2.39,23.05,0.49,2.86,2.42,52.62,5.27,,
 BOLD200808,Aug 13 2008 15:56:20,47 41.52 N,122 45.78 W,47.692,-122.763,P16,106.92,105.99,10.87,30.46,23.26,5.43,2.54,23.16,0.48,3.08,2.42,52.61,5.26,,
 BOLD200808,Aug 13 2008 16:49:55,47 39.66 N,122 51.6 W,47.661,-122.860,P15,1.18,1.17,17.23,28.46,20.45,10.13,7.13,0.18,0.02,0.36,0.46,17.15,10.16,2.39,0.78
 BOLD200808,Aug 13 2008 16:49:55,47 39.66 N,122 51.6 W,47.661,-122.860,P15,5.40,5.36,14.56,28.85,21.33,10.97,23.73,7.06,0.05,0.14,1.21,24.75,8.41,4.97,2.15
 BOLD200808,Aug 13 2008 16:49:55,47 39.66 N,122 51.6 W,47.661,-122.860,P15,10.04,9.96,11.35,29.58,22.50,6.24,8.09,23.91,0.06,0.07,2.28,44.80,5.20,1.06,0.92
 BOLD200808,Aug 13 2008 16:49:55,47 39.66 N,122 51.6 W,47.661,-122.860,P15,20.36,20.19,10.21,29.88,22.93,4.89,2.45,27.95,0.03,0.14,2.57,51.02,4.75,0.30,0.64
 BOLD200808,Aug 13 2008 16:49:55,47 39.66 N,122 51.6 W,47.661,-122.860,P15,30.77,30.51,10.11,29.97,23.01,4.76,2.27,28.44,0.11,0.04,2.63,53.86,4.66,0.20,0.62
 BOLD200808,Aug 13 2008 16:49:55,47 39.66 N,122 51.6 W,47.661,-122.860,P15,51.00,50.56,10.18,30.12,23.11,4.72,2.34,27.45,0.34,0.73,2.60,54.55,4.64,0.18,0.67
 BOLD200808,Aug 13 2008 16:49:55,47 39.66 N,122 51.6 W,47.661,-122.860,P15,80.99,80.29,9.65,30.15,23.22,4.42,2.13,31.38,0.08,0.02,2.88,61.03,4.27,,
 BOLD200808,Aug 13 2008 16:49:55,47 39.66 N,122 51.6 W,47.661,-122.860,P15,100.47,99.61,8.91,30.10,23.30,3.94,2.10,33.99,0.02,0.01,3.17,67.24,3.87,,
 BOLD200808,Aug 13 2008 16:49:55,47 39.66 N,122 51.6 W,47.661,-122.860,P15,129.53,128.41,8.69,30.14,23.37,3.67,2.13,34.58,0.12,0.11,3.41,74.33,3.78,,
 BOLD200808,Aug 13 2008 17:45:09,47 36.42 N,122 56.4 W,47.607,-122.940,P14,1.01,1.00,16.82,28.21,20.35,10.57,6.38,0.18,0.02,0.32,0.54,18.81,10.36,0.10,0.47
 BOLD200808,Aug 13 2008 17:45:09,47 36.42 N,122 56.4 W,47.607,-122.940,P14,4.66,4.62,13.54,28.94,21.60,10.22,34.30,5.17,0.08,0.20,1.13,20.10,8.97,8.02,1.45
 BOLD200808,Aug 13 2008 17:45:09,47 36.42 N,122 56.4 W,47.607,-122.940,P14,10.38,10.29,11.48,29.52,22.43,6.58,7.69,22.59,0.11,,2.20,42.14,5.62,1.19,1.55
 BOLD200808,Aug 13 2008 17:45:09,47 36.42 N,122 56.4 W,47.607,-122.940,P14,20.52,20.35,9.99,29.85,22.94,4.89,2.31,29.02,0.02,0.03,2.64,51.81,4.79,0.17,0.73
 BOLD200808,Aug 13 2008 17:45:09,47 36.42 N,122 56.4 W,47.607,-122.940,P14,30.72,30.46,9.82,29.91,23.01,4.68,2.15,30.21,0.01,0.00,2.71,54.83,4.52,0.13,0.78
 BOLD200808,Aug 13 2008 17:45:09,47 36.42 N,122 56.4 W,47.607,-122.940,P14,50.61,50.18,9.58,29.99,23.11,4.35,2.07,31.43,0.01,0.04,2.82,57.51,4.23,0.17,0.54
 BOLD200808,Aug 13 2008 17:45:09,47 36.42 N,122 56.4 W,47.607,-122.940,P14,81.33,80.63,9.26,30.06,23.21,4.05,2.08,33.73,0.01,0.04,3.02,61.99,3.92,,
 BOLD200808,Aug 13 2008 17:45:09,47 36.42 N,122 56.4 W,47.607,-122.940,P14,111.00,110.04,8.84,30.10,23.31,3.67,2.05,35.33,0.01,0.09,3.30,69.08,3.57,,
 BOLD200808,Aug 13 2008 17:45:09,47 36.42 N,122 56.4 W,47.607,-122.940,P14,141.29,140.05,8.70,30.15,23.37,3.70,2.06,35.44,,0.04,3.43,74.17,3.61,,
 BOLD200808,Aug 13 2008 17:45:09,47 36.42 N,122 56.4 W,47.607,-122.940,P14,172.32,170.80,8.67,30.17,23.39,3.53,2.12,35.58,0.02,0.03,3.53,78.57,3.54,,
 BOLD200808,Aug 13 2008 18:43:32,47 32.82 N,123 0.48 W,47.547,-123.008,P13,1.01,1.00,16.91,27.45,19.75,11.34,6.59,0.06,0.00,0.10,0.44,7.48,11.03,5.79,0.74
 BOLD200808,Aug 13 2008 18:43:32,47 32.82 N,123 0.48 W,47.547,-123.008,P13,2.25,2.23,16.77,27.58,19.88,11.38,8.49,0.06,0.00,0.26,0.48,11.62,,6.03,1.45
 BOLD200808,Aug 13 2008 18:43:32,47 32.82 N,123 0.48 W,47.547,-123.008,P13,4.12,4.08,14.08,28.78,21.37,11.32,23.20,0.28,,0.32,0.65,12.74,,9.79,2.97
 BOLD200808,Aug 13 2008 18:43:32,47 32.82 N,123 0.48 W,47.547,-123.008,P13,6.30,6.25,13.61,28.92,21.57,10.83,32.68,1.60,0.02,0.22,0.83,15.93,10.32,13.13,3.55
 BOLD200808,Aug 13 2008 18:43:32,47 32.82 N,123 0.48 W,47.547,-123.008,P13,8.11,8.04,12.75,29.02,21.81,8.89,35.05,7.72,0.05,0.24,1.27,20.77,6.24,5.60,1.96
 BOLD200808,Aug 13 2008 18:43:32,47 32.82 N,123 0.48 W,47.547,-123.008,P13,13.36,13.24,10.37,29.69,22.75,5.20,3.75,26.85,0.04,0.09,2.47,45.75,4.96,0.70,1.15
 BOLD200808,Aug 13 2008 18:43:32,47 32.82 N,123 0.48 W,47.547,-123.008,P13,20.32,20.14,9.94,29.75,22.87,4.82,2.57,29.31,0.02,0.04,2.65,50.58,4.65,0.62,1.20
 BOLD200808,Aug 13 2008 18:43:32,47 32.82 N,123 0.48 W,47.547,-123.008,P13,30.54,30.28,9.66,29.84,22.98,4.71,2.17,30.84,0.01,,2.78,54.99,4.46,0.34,1.00
 BOLD200808,Aug 13 2008 18:43:32,47 32.82 N,123 0.48 W,47.547,-123.008,P13,51.18,50.74,9.29,29.94,23.12,4.40,2.13,32.35,0.01,0.00,2.89,58.35,4.19,0.19,1.00
 BOLD200808,Aug 13 2008 18:43:32,47 32.82 N,123 0.48 W,47.547,-123.008,P13,80.72,80.03,9.05,30.02,23.22,3.93,2.10,34.56,,,3.08,62.93,3.77,,
 BOLD200808,Aug 13 2008 18:43:32,47 32.82 N,123 0.48 W,47.547,-123.008,P13,111.10,110.14,8.88,30.09,23.30,3.39,2.12,36.07,,,3.40,71.39,3.28,,
 BOLD200808,Aug 13 2008 18:43:32,47 32.82 N,123 0.48 W,47.547,-123.008,P13,142.04,140.80,8.71,30.16,23.38,3.36,2.21,36.20,0.00,0.04,3.51,77.61,3.19,,
 BOLD200808,Aug 13 2008 20:16:19,47 29.52 N,123 3.36 W,47.492,-123.056,P401,1.12,1.11,15.97,28.22,20.55,12.21,7.20,0.53,0.04,0.13,0.48,11.21,11.66,5.71,1.13
 BOLD200808,Aug 13 2008 20:16:19,47 29.52 N,123 3.36 W,47.492,-123.056,P401,3.73,3.70,13.85,28.85,21.47,11.75,17.62,7.54,0.13,0.64,1.22,20.07,9.04,0.20,1.42
 BOLD200808,Aug 13 2008 20:16:19,47 29.52 N,123 3.36 W,47.492,-123.056,P401,10.01,9.93,11.69,29.36,22.26,6.84,12.21,22.63,0.15,0.16,2.20,40.63,5.40,2.07,1.60
 BOLD200808,Aug 13 2008 20:16:19,47 29.52 N,123 3.36 W,47.492,-123.056,P401,20.46,20.29,9.74,29.75,22.90,4.63,3.08,29.92,0.04,0.02,2.75,52.76,4.46,0.29,1.81
 BOLD200808,Aug 13 2008 20:16:19,47 29.52 N,123 3.36 W,47.492,-123.056,P401,30.18,29.92,9.47,29.84,23.01,4.46,2.80,31.48,0.02,0.02,2.86,57.26,4.30,0.13,1.15
 BOLD200808,Aug 13 2008 20:16:19,47 29.52 N,123 3.36 W,47.492,-123.056,P401,51.11,50.67,9.22,29.94,23.13,4.21,2.81,32.56,0.02,0.02,2.97,60.79,4.12,0.12,0.64
 BOLD200808,Aug 13 2008 20:16:19,47 29.52 N,123 3.36 W,47.492,-123.056,P401,80.92,80.23,9.00,30.03,23.23,3.64,2.83,34.95,0.02,0.02,3.18,66.00,3.59,,
 BOLD200808,Aug 13 2008 20:16:19,47 29.52 N,123 3.36 W,47.492,-123.056,P401,101.06,100.19,8.93,30.08,23.28,3.06,2.85,36.57,0.01,0.02,3.47,73.15,2.96,,
 BOLD200808,Aug 13 2008 20:16:19,47 29.52 N,123 3.36 W,47.492,-123.056,P401,121.23,120.17,8.86,30.14,23.34,2.77,2.91,36.71,,0.09,3.63,80.48,2.86,,
 BOLD200808,Aug 13 2008 20:16:19,47 29.52 N,123 3.36 W,47.492,-123.056,P401,151.88,150.55,8.78,30.16,23.37,3.06,3.18,36.20,0.05,0.03,3.65,83.12,3.03,,
 BOLD200808,Aug 13 2008 21:20:14,47 25.56 N,123 6.48 W,47.426,-123.108,P12,1.26,1.25,16.31,27.24,19.72,12.37,10.04,,,,,,,,
 BOLD200808,Aug 13 2008 21:20:14,47 25.56 N,123 6.48 W,47.426,-123.108,P12,1.27,1.26,15.83,27.57,20.08,12.40,10.49,37.17,0.02,,3.84,87.91,,7.23,1.04
