Cruise ID,UTC Time,Latitude DegMin,Longitude DegMin,Latitude Deg,Longitude Deg,Station,Pressure,Depth,Temperature,Salinity,Sigma-t,Oxygen Concentration MG,Chlorophyll Fluorescence ,Nitrate,Nitrite,Ammonium,Phosphate,Silicate,Oxygen Concentration MG Titration,Chlorophyll Concentration,Phaeopigment Concentration
,,[deg min],[deg min],[deg],[deg],,[db],[m],[deg C],,[kg/m^3],[mg/l],[mg/m^3],[uM],[uM],[uM],[uM],[uM],[mg/l],[ug/l],[ug/l]
,,,,,,,CTD,CTD,CTD,CTD,CTD,CTD,CTD,Lab,Lab,Lab,Lab,Lab,Lab,Lab,Lab
 BOLD200808,Aug 13 2008 21:20:14,47 25.56 N,123 6.48 W,47.426,-123.108,P12,4.75,4.71,11.95,29.26,22.14,7.29,15.15,0.86,0.02,0.19,0.57,11.43,11.98,4.44,2.20
 BOLD200808,Aug 13 2008 21:20:14,47 25.56 N,123 6.48 W,47.426,-123.108,P12,10.26,10.17,11.34,29.46,22.41,6.27,8.19,16.57,0.27,0.09,1.88,31.07,6.58,1.89,1.65
 BOLD200808,Aug 13 2008 21:20:14,47 25.56 N,123 6.48 W,47.426,-123.108,P12,20.64,20.47,9.91,29.68,22.81,3.87,3.57,21.69,0.28,0.03,2.22,37.15,3.70,,
 BOLD200808,Aug 13 2008 21:20:14,47 25.56 N,123 6.48 W,47.426,-123.108,P12,30.36,30.11,9.54,29.79,22.96,3.27,2.67,30.17,0.08,0.02,2.97,49.98,3.67,0.11,0.88
 BOLD200808,Aug 13 2008 21:20:14,47 25.56 N,123 6.48 W,47.426,-123.108,P12,50.85,50.41,9.24,29.91,23.10,3.12,2.54,33.33,0.02,0.01,3.27,60.58,,0.11,0.74
 BOLD200808,Aug 13 2008 21:20:14,47 25.56 N,123 6.48 W,47.426,-123.108,P12,80.87,80.17,9.04,30.02,23.22,2.76,2.60,34.65,0.00,0.02,3.28,63.39,2.58,,
 BOLD200808,Aug 13 2008 21:20:14,47 25.56 N,123 6.48 W,47.426,-123.108,P12,100.68,99.81,8.95,30.10,23.29,2.37,2.61,37.04,0.03,,3.51,72.03,2.38,,
 BOLD200808,Aug 13 2008 21:20:14,47 25.56 N,123 6.48 W,47.426,-123.108,P12,123.15,122.08,8.87,30.15,23.34,2.36,2.67,37.27,0.02,,3.73,81.92,2.96,,
 BOLD200808,Aug 13 2008 22:14:22,47 22.32 N,123 7.98 W,47.372,-123.133,P11,1.13,1.12,13.76,28.62,21.31,11.76,27.15,,,,,,,,
 BOLD200808,Aug 13 2008 22:14:22,47 22.32 N,123 7.98 W,47.372,-123.133,P11,1.13,1.12,13.69,28.64,21.34,11.76,26.98,1.43,0.05,0.26,0.82,15.59,11.72,17.91,2.76
 BOLD200808,Aug 13 2008 22:14:22,47 22.32 N,123 7.98 W,47.372,-123.133,P11,2.15,2.13,13.62,28.64,21.36,11.35,30.23,2.25,0.04,0.19,0.90,17.17,,18.31,2.68
 BOLD200808,Aug 13 2008 22:14:22,47 22.32 N,123 7.98 W,47.372,-123.133,P11,3.17,3.14,12.88,28.88,21.68,10.36,39.32,9.20,0.11,0.14,1.48,23.52,,15.55,3.03
 BOLD200808,Aug 13 2008 22:14:22,47 22.32 N,123 7.98 W,47.372,-123.133,P11,5.19,5.14,12.39,29.03,21.89,8.38,30.78,11.38,0.13,0.07,1.63,25.09,8.05,12.73,2.51
 BOLD200808,Aug 13 2008 22:14:22,47 22.32 N,123 7.98 W,47.372,-123.133,P11,6.66,6.60,12.29,29.10,21.96,8.21,23.80,13.05,0.14,0.30,1.75,26.84,,11.69,2.18
 BOLD200808,Aug 13 2008 22:14:22,47 22.32 N,123 7.98 W,47.372,-123.133,P11,9.66,9.58,11.37,29.38,22.34,6.35,11.31,18.75,0.17,0.03,2.07,33.98,6.34,4.18,1.93
 BOLD200808,Aug 13 2008 22:14:22,47 22.32 N,123 7.98 W,47.372,-123.133,P11,19.76,19.60,9.82,29.72,22.86,2.92,3.48,32.08,0.14,,3.40,59.38,2.77,0.69,0.61
 BOLD200808,Aug 13 2008 22:14:22,47 22.32 N,123 7.98 W,47.372,-123.133,P11,30.16,29.90,9.43,29.86,23.03,2.28,2.86,34.75,0.07,0.02,3.57,67.56,2.26,0.24,0.74
 BOLD200808,Aug 13 2008 22:14:22,47 22.32 N,123 7.98 W,47.372,-123.133,P11,50.41,49.98,9.23,29.94,23.12,2.37,2.72,36.25,0.05,0.05,3.47,67.28,2.60,0.02,0.63
 BOLD200808,Aug 13 2008 22:14:22,47 22.32 N,123 7.98 W,47.372,-123.133,P11,71.31,70.69,9.10,30.01,23.20,2.23,2.66,38.00,0.15,0.11,3.66,73.61,1.99,,
 BOLD200808,Aug 13 2008 22:14:22,47 22.32 N,123 7.98 W,47.372,-123.133,P11,87.12,86.38,9.04,30.06,23.25,1.82,2.80,37.97,0.20,0.21,3.82,78.79,1.88,,
 BOLD200808,Aug 14 2008 05:17:50,48 2.04 N,122 37.02 W,48.034,-122.617,P18,1.47,1.46,12.25,29.80,22.51,7.82,5.86,18.03,0.66,1.46,1.85,41.62,7.66,6.91,0.29
 BOLD200808,Aug 14 2008 05:17:50,48 2.04 N,122 37.02 W,48.034,-122.617,P18,5.47,5.43,12.19,29.82,22.53,7.74,6.44,18.13,0.67,1.26,1.86,40.90,7.64,5.71,0.44
 BOLD200808,Aug 14 2008 05:17:50,48 2.04 N,122 37.02 W,48.034,-122.617,P18,10.80,10.71,12.11,29.87,22.59,7.56,5.70,18.49,0.67,1.54,1.83,41.58,7.54,7.56,0.29
 BOLD200808,Aug 14 2008 05:17:50,48 2.04 N,122 37.02 W,48.034,-122.617,P18,21.41,21.23,11.73,30.08,22.82,7.09,5.13,19.94,0.66,1.70,1.94,42.62,7.07,3.70,0.52
 BOLD200808,Aug 14 2008 05:17:50,48 2.04 N,122 37.02 W,48.034,-122.617,P18,29.96,29.71,11.63,30.13,22.87,7.00,4.82,20.03,0.67,1.50,2.02,43.40,6.90,3.27,0.44
 BOLD200808,Aug 14 2008 05:17:50,48 2.04 N,122 37.02 W,48.034,-122.617,P18,51.30,50.86,10.56,30.98,23.72,5.73,4.21,23.87,0.50,1.72,2.22,48.40,5.67,2.52,0.35
 BOLD200808,Aug 14 2008 05:17:50,48 2.04 N,122 37.02 W,48.034,-122.617,P18,80.67,79.98,10.13,31.27,24.02,5.36,3.97,25.32,0.41,1.26,2.27,50.41,5.38,,
 BOLD200808,Aug 14 2008 05:17:50,48 2.04 N,122 37.02 W,48.034,-122.617,P18,100.82,99.95,10.10,31.32,24.07,5.37,4.26,25.00,0.42,1.24,2.26,51.18,5.29,,
 BOLD200808,Aug 14 2008 05:17:50,48 2.04 N,122 37.02 W,48.034,-122.617,P18,121.39,120.33,10.11,31.35,24.09,5.32,4.11,24.96,0.42,1.31,2.27,50.55,5.29,,
 BOLD200808,Aug 14 2008 06:08:22,48 5.34 N,122 37.68 W,48.089,-122.628,P19,1.15,1.14,12.20,29.70,22.44,7.93,6.61,17.58,0.67,1.04,1.84,40.56,7.62,6.93,0.90
 BOLD200808,Aug 14 2008 06:08:22,48 5.34 N,122 37.68 W,48.089,-122.628,P19,4.93,4.89,11.82,29.95,22.70,7.20,4.96,18.39,0.67,1.14,1.89,42.13,7.26,5.60,0.30
 BOLD200808,Aug 14 2008 06:08:22,48 5.34 N,122 37.68 W,48.089,-122.628,P19,9.63,9.55,11.62,30.12,22.87,7.01,5.18,19.71,0.63,1.39,1.97,45.45,6.88,4.12,0.33
 BOLD200808,Aug 14 2008 06:08:22,48 5.34 N,122 37.68 W,48.089,-122.628,P19,21.35,21.17,11.48,30.30,23.04,6.86,5.25,20.13,0.58,1.35,2.01,45.88,6.73,4.10,0.20
 BOLD200808,Aug 14 2008 06:08:22,48 5.34 N,122 37.68 W,48.089,-122.628,P19,32.65,32.38,11.10,30.58,23.32,6.45,5.19,21.48,0.52,1.26,2.08,47.62,6.37,4.88,0.33
 BOLD200808,Aug 14 2008 06:08:22,48 5.34 N,122 37.68 W,48.089,-122.628,P19,50.35,49.92,11.02,30.63,23.37,6.33,5.23,21.83,0.52,1.26,2.10,48.39,6.24,4.36,0.17
 BOLD200808,Aug 14 2008 06:08:22,48 5.34 N,122 37.68 W,48.089,-122.628,P19,80.50,79.81,10.13,31.26,24.02,5.40,3.98,24.94,0.41,1.03,2.26,51.01,5.31,,
 BOLD200808,Aug 14 2008 06:08:22,48 5.34 N,122 37.68 W,48.089,-122.628,P19,101.14,100.26,10.00,31.36,24.11,5.26,4.18,26.07,0.37,1.27,2.32,51.95,5.06,,
 BOLD200808,Aug 14 2008 06:08:22,48 5.34 N,122 37.68 W,48.089,-122.628,P19,148.02,146.72,9.54,31.77,24.51,4.76,3.67,26.99,0.36,1.13,2.38,52.90,4.75,,
 BOLD200808,Aug 14 2008 07:01:53,48 8.46 N,122 40.86 W,48.141,-122.681,P20,1.18,1.17,11.06,30.62,23.36,6.47,4.93,22.18,0.56,1.95,2.10,46.44,6.44,2.22,0.13
 BOLD200808,Aug 14 2008 07:01:53,48 8.46 N,122 40.86 W,48.141,-122.681,P20,5.12,5.08,10.94,30.72,23.45,6.31,5.48,22.56,0.52,1.32,2.11,47.31,6.17,4.84,0.36
 BOLD200808,Aug 14 2008 07:01:53,48 8.46 N,122 40.86 W,48.141,-122.681,P20,9.76,9.67,10.87,30.79,23.52,6.24,5.65,22.72,0.51,1.58,2.08,46.79,6.14,3.96,0.31
 BOLD200808,Aug 14 2008 07:01:53,48 8.46 N,122 40.86 W,48.141,-122.681,P20,20.38,20.20,10.83,30.82,23.55,6.21,5.67,22.93,0.49,1.16,2.12,46.97,6.05,4.62,0.46
 BOLD200808,Aug 14 2008 07:01:53,48 8.46 N,122 40.86 W,48.141,-122.681,P20,30.58,30.32,10.74,30.90,23.63,6.11,5.72,23.31,0.49,1.35,2.15,47.32,5.93,4.71,0.26
 BOLD200808,Aug 14 2008 07:01:53,48 8.46 N,122 40.86 W,48.141,-122.681,P20,47.22,46.81,10.48,31.08,23.82,5.77,4.63,24.00,0.47,1.51,2.19,48.20,5.73,2.53,0.42
 BOLD200808,Aug 14 2008 08:29:56,48 11.28 N,122 51.0 W,48.188,-122.850,P21,1.22,1.21,10.73,30.95,23.67,6.31,6.11,22.66,0.46,1.56,2.08,46.98,6.31,4.68,0.45
 BOLD200808,Aug 14 2008 08:29:56,48 11.28 N,122 51.0 W,48.188,-122.850,P21,1.25,1.24,10.72,30.96,23.68,6.34,6.09,,,,,,,,
 BOLD200808,Aug 14 2008 08:29:56,48 11.28 N,122 51.0 W,48.188,-122.850,P21,4.80,4.76,10.29,31.26,23.98,5.71,4.64,24.55,0.42,1.20,2.19,48.99,5.60,3.27,0.40
 BOLD200808,Aug 14 2008 08:29:56,48 11.28 N,122 51.0 W,48.188,-122.850,P21,10.66,10.57,10.26,31.28,24.00,5.67,4.97,24.87,0.40,1.33,2.21,50.92,5.49,2.83,0.45
 BOLD200808,Aug 14 2008 08:29:56,48 11.28 N,122 51.0 W,48.188,-122.850,P21,20.44,20.27,10.04,31.46,24.18,5.45,5.02,25.91,0.38,1.03,2.27,50.74,5.18,3.38,0.54
 BOLD200808,Aug 14 2008 08:29:56,48 11.28 N,122 51.0 W,48.188,-122.850,P21,29.82,29.57,9.34,31.93,24.66,4.63,2.64,28.33,0.33,1.43,2.37,52.76,4.49,,
 BOLD200808,Aug 14 2008 08:29:56,48 11.28 N,122 51.0 W,48.188,-122.850,P21,50.54,50.11,8.61,32.46,25.19,3.89,1.91,30.95,0.24,0.66,2.52,56.26,3.75,1.11,0.29
 BOLD200808,Aug 14 2008 08:29:56,48 11.28 N,122 51.0 W,48.188,-122.850,P21,75.50,74.85,8.21,32.79,25.50,3.49,1.91,31.77,0.21,0.83,2.55,55.82,3.45,,
 BOLD200808,Aug 14 2008 10:37:18,48 22.5 N,122 43.02 W,48.375,-122.717,P26,1.07,1.07,10.81,30.19,23.07,5.89,4.35,22.82,0.31,1.00,2.07,51.02,5.73,1.51,1.47
 BOLD200808,Aug 14 2008 10:37:18,48 22.5 N,122 43.02 W,48.375,-122.717,P26,1.08,1.07,10.81,30.19,23.07,5.91,4.28,,,,,,,,
 BOLD200808,Aug 14 2008 10:37:18,48 22.5 N,122 43.02 W,48.375,-122.717,P26,5.18,5.13,10.60,30.37,23.24,5.70,3.90,23.98,0.30,0.85,2.16,51.72,5.39,1.48,0.28
 BOLD200808,Aug 14 2008 10:37:18,48 22.5 N,122 43.02 W,48.375,-122.717,P26,10.20,10.12,10.38,30.60,23.46,5.49,3.28,25.03,0.30,0.94,2.22,52.42,5.13,1.05,0.31
 BOLD200808,Aug 14 2008 10:37:18,48 22.5 N,122 43.02 W,48.375,-122.717,P26,19.71,19.55,10.00,30.93,23.78,5.10,2.73,25.81,0.30,0.94,2.26,52.69,4.91,0.73,0.33
 BOLD200808,Aug 14 2008 10:37:18,48 22.5 N,122 43.02 W,48.375,-122.717,P26,29.80,29.55,9.89,31.04,23.88,4.98,2.85,26.61,0.30,0.94,2.31,53.21,4.78,0.73,0.37
 BOLD200808,Aug 14 2008 10:37:18,48 22.5 N,122 43.02 W,48.375,-122.717,P26,50.60,50.17,9.00,31.97,24.75,4.19,2.60,30.03,0.27,0.75,2.49,57.15,3.85,1.09,0.37
 BOLD200808,Aug 14 2008 10:37:18,48 22.5 N,122 43.02 W,48.375,-122.717,P26,80.79,80.09,8.56,32.38,25.13,3.76,2.52,31.03,0.24,0.55,2.56,56.11,3.61,,
 BOLD200808,Aug 14 2008 10:37:18,48 22.5 N,122 43.02 W,48.375,-122.717,P26,97.06,96.22,8.46,32.48,25.23,3.61,2.76,31.15,0.24,0.80,2.54,56.28,3.57,,
 BOLD200808,Aug 14 2008 12:10:50,48 24.0 N,123 0.48 W,48.400,-123.008,P25,1.05,1.04,10.81,30.47,23.28,6.05,3.66,23.55,0.34,0.96,2.09,50.16,5.87,1.47,0.41
 BOLD200808,Aug 14 2008 12:10:50,48 24.0 N,123 0.48 W,48.400,-123.008,P25,4.97,4.93,10.77,30.48,23.30,5.98,3.51,23.67,0.34,1.03,2.10,51.56,5.87,1.61,0.50
 BOLD200808,Aug 14 2008 12:10:50,48 24.0 N,123 0.48 W,48.400,-123.008,P25,10.00,9.91,10.64,30.56,23.39,5.87,3.66,23.71,0.34,0.86,2.12,50.16,5.72,1.77,0.38
 BOLD200808,Aug 14 2008 12:10:50,48 24.0 N,123 0.48 W,48.400,-123.008,P25,20.78,20.61,10.49,30.70,23.51,5.73,3.42,24.71,0.32,0.77,2.18,52.88,5.46,1.31,0.48
 BOLD200808,Aug 14 2008 12:10:50,48 24.0 N,123 0.48 W,48.400,-123.008,P25,29.93,29.68,10.30,30.78,23.61,5.49,3.20,25.24,0.31,0.91,2.18,51.57,5.26,0.98,0.43
 BOLD200808,Aug 14 2008 12:10:50,48 24.0 N,123 0.48 W,48.400,-123.008,P25,50.44,50.01,9.90,31.12,23.94,5.02,3.18,27.02,0.30,0.68,2.28,52.45,4.82,0.82,0.32
 BOLD200808,Aug 14 2008 12:10:50,48 24.0 N,123 0.48 W,48.400,-123.008,P25,81.34,80.65,8.33,32.58,25.33,3.58,2.59,31.96,0.21,0.67,2.53,57.09,3.49,,
 BOLD200808,Aug 14 2008 12:10:50,48 24.0 N,123 0.48 W,48.400,-123.008,P25,122.05,120.98,7.72,33.15,25.86,2.97,2.66,33.92,0.17,0.17,2.66,56.74,2.99,,
 BOLD200808,Aug 14 2008 12:10:50,48 24.0 N,123 0.48 W,48.400,-123.008,P25,164.29,162.85,7.66,33.20,25.91,2.89,2.81,34.20,0.16,0.12,2.67,57.01,2.90,,
 BOLD200808,Aug 14 2008 14:03:33,48 16.32 N,123 1.2 W,48.272,-123.020,P22,1.02,1.02,10.99,30.13,22.99,6.53,5.04,21.81,0.31,0.73,2.01,50.46,6.27,2.75,0.37
 BOLD200808,Aug 14 2008 14:03:33,48 16.32 N,123 1.2 W,48.272,-123.020,P22,1.05,1.04,10.99,30.13,22.99,6.50,5.28,,,,,,,,
 BOLD200808,Aug 14 2008 14:03:33,48 16.32 N,123 1.2 W,48.272,-123.020,P22,4.87,4.83,10.95,30.18,23.03,6.27,4.69,22.10,0.31,1.04,2.03,52.12,6.18,2.54,0.38
 BOLD200808,Aug 14 2008 14:03:33,48 16.32 N,123 1.2 W,48.272,-123.020,P22,10.04,9.95,10.82,30.34,23.18,6.05,4.02,22.57,0.34,0.83,2.06,50.47,5.90,2.02,0.34
 BOLD200808,Aug 14 2008 14:03:33,48 16.32 N,123 1.2 W,48.272,-123.020,P22,20.66,20.49,10.64,30.63,23.43,5.85,4.04,23.04,0.37,1.05,2.10,49.51,5.74,1.63,0.29
 BOLD200808,Aug 14 2008 14:03:33,48 16.32 N,123 1.2 W,48.272,-123.020,P22,30.34,30.09,10.80,30.76,23.51,6.13,4.28,22.94,0.47,1.13,2.13,48.82,5.92,2.00,0.39
 BOLD200808,Aug 14 2008 14:03:33,48 16.32 N,123 1.2 W,48.272,-123.020,P22,50.06,49.64,8.84,32.22,24.97,4.12,3.04,29.98,0.24,0.60,2.46,53.96,3.92,0.60,0.27
 BOLD200808,Aug 14 2008 14:03:33,48 16.32 N,123 1.2 W,48.272,-123.020,P22,81.13,80.44,8.03,32.92,25.64,3.34,2.77,32.44,0.16,0.19,2.60,56.21,3.29,,
 BOLD200808,Aug 14 2008 14:03:33,48 16.32 N,123 1.2 W,48.272,-123.020,P22,108.16,107.23,7.90,33.03,25.74,3.13,2.57,32.69,0.15,0.36,2.65,57.62,3.12,,
 BOLD200808,Aug 14 2008 15:02:25,48 20.28 N,123 7.68 W,48.338,-123.128,P24,1.14,1.13,10.98,30.44,23.23,6.45,3.73,22.62,0.33,0.86,2.03,48.92,6.28,2.61,0.44
 BOLD200808,Aug 14 2008 15:02:25,48 20.28 N,123 7.68 W,48.338,-123.128,P24,5.11,5.07,10.91,30.47,23.27,6.36,3.31,22.82,0.34,0.89,2.03,48.93,6.14,1.94,0.33
 BOLD200808,Aug 14 2008 15:02:25,48 20.28 N,123 7.68 W,48.338,-123.128,P24,10.02,9.93,10.85,30.50,23.30,6.26,2.99,,,,,,6.11,,
 BOLD200808,Aug 14 2008 15:02:25,48 20.28 N,123 7.68 W,48.338,-123.128,P24,10.69,10.60,10.86,30.50,23.30,6.24,3.53,22.97,0.33,0.73,2.06,49.02,,1.69,0.45
 BOLD200808,Aug 14 2008 15:02:25,48 20.28 N,123 7.68 W,48.338,-123.128,P24,17.38,17.24,10.82,30.53,23.33,6.14,2.99,23.04,0.33,0.63,2.06,49.45,,2.07,0.18
 BOLD200808,Aug 14 2008 15:02:25,48 20.28 N,123 7.68 W,48.338,-123.128,P24,20.30,20.13,10.80,30.54,23.34,6.12,3.00,,,,,,5.93,,
 BOLD200808,Aug 14 2008 15:02:25,48 20.28 N,123 7.68 W,48.338,-123.128,P24,23.37,23.18,10.68,30.61,23.41,5.90,2.67,23.62,0.32,0.84,2.09,52.24,,1.37,0.35
 BOLD200808,Aug 14 2008 15:02:25,48 20.28 N,123 7.68 W,48.338,-123.128,P24,30.45,30.20,10.35,30.76,23.59,5.54,2.37,24.83,0.30,0.66,2.17,51.37,5.33,1.09,0.40
 BOLD200808,Aug 14 2008 15:02:25,48 20.28 N,123 7.68 W,48.338,-123.128,P24,37.45,37.13,10.12,30.94,23.76,5.28,2.12,25.52,0.28,0.63,2.20,52.16,,0.89,0.07
 BOLD200808,Aug 14 2008 15:02:25,48 20.28 N,123 7.68 W,48.338,-123.128,P24,50.27,49.84,9.51,31.42,24.24,4.63,1.70,27.45,0.25,0.47,2.32,53.81,4.52,0.57,0.30
 BOLD200808,Aug 14 2008 15:02:25,48 20.28 N,123 7.68 W,48.338,-123.128,P24,81.80,81.10,8.27,32.64,25.38,3.50,1.50,31.80,0.18,0.27,2.57,55.81,3.41,,
 BOLD200808,Aug 14 2008 15:02:25,48 20.28 N,123 7.68 W,48.338,-123.128,P24,114.33,113.34,7.33,33.46,26.16,2.42,1.50,34.25,0.10,0.15,2.70,58.42,2.41,,
 BOLD200808,Aug 14 2008 16:03:15,48 14.52 N,123 13.32 W,48.242,-123.222,P23,1.22,1.21,11.32,30.32,23.08,7.31,2.92,21.63,0.38,0.84,1.99,47.92,7.06,0.53,0.20
 BOLD200808,Aug 14 2008 16:03:15,48 14.52 N,123 13.32 W,48.242,-123.222,P23,1.24,1.23,11.32,30.32,23.08,7.26,2.80,,,,,,,,
 BOLD200808,Aug 14 2008 16:03:15,48 14.52 N,123 13.32 W,48.242,-123.222,P23,4.99,4.94,11.29,30.56,23.27,7.00,5.59,21.56,0.44,0.76,1.98,46.01,6.80,3.33,0.49
 BOLD200808,Aug 14 2008 16:03:15,48 14.52 N,123 13.32 W,48.242,-123.222,P23,9.91,9.83,11.05,30.86,23.55,6.65,7.20,22.13,0.47,0.68,2.02,45.41,6.34,4.34,0.51
 BOLD200808,Aug 14 2008 16:03:15,48 14.52 N,123 13.32 W,48.242,-123.222,P23,19.79,19.62,10.38,31.08,23.83,5.73,3.88,25.07,0.40,1.21,2.20,51.22,5.39,1.97,0.41
 BOLD200808,Aug 14 2008 16:03:15,48 14.52 N,123 13.32 W,48.242,-123.222,P23,30.39,30.14,9.37,31.70,24.48,4.60,2.04,28.05,0.29,0.79,2.35,52.61,4.48,0.91,0.23
 BOLD200808,Aug 14 2008 16:03:15,48 14.52 N,123 13.32 W,48.242,-123.222,P23,50.78,50.34,8.86,32.20,24.95,4.21,1.92,29.83,0.23,0.45,2.46,54.00,4.15,0.80,0.25
 BOLD200808,Aug 14 2008 16:03:15,48 14.52 N,123 13.32 W,48.242,-123.222,P23,83.56,82.84,8.05,32.82,25.56,3.19,1.45,32.77,0.16,0.55,2.59,57.39,3.14,,
 BOLD200808,Aug 14 2008 16:03:15,48 14.52 N,123 13.32 W,48.242,-123.222,P23,109.44,108.49,7.85,32.99,25.72,2.99,1.52,33.62,0.13,0.23,2.64,57.48,2.93,,
 BOLD200808,Aug 14 2008 16:03:15,48 14.52 N,123 13.32 W,48.242,-123.222,P23,143.85,142.59,7.47,33.35,26.06,2.64,1.53,34.68,0.10,0.19,2.70,58.26,2.60,,
 BOLD200808,Aug 14 2008 18:03:01,48 13.68 N,123 28.8 W,48.228,-123.480,P136,0.98,0.97,11.58,30.33,23.04,7.09,1.70,22.01,0.35,0.58,1.98,49.68,6.95,2.25,0.35
 BOLD200808,Aug 14 2008 18:03:01,48 13.68 N,123 28.8 W,48.228,-123.480,P136,4.59,4.56,11.39,30.33,23.07,7.04,3.08,22.00,0.35,0.73,1.95,48.73,6.87,2.00,0.51
 BOLD200808,Aug 14 2008 18:03:01,48 13.68 N,123 28.8 W,48.228,-123.480,P136,10.12,10.04,11.24,30.34,23.11,6.97,3.38,22.19,0.34,0.64,1.99,48.91,6.85,2.36,0.34
 BOLD200808,Aug 14 2008 18:03:01,48 13.68 N,123 28.8 W,48.228,-123.480,P136,20.46,20.29,11.14,30.38,23.16,6.82,3.61,22.28,0.35,0.68,1.99,48.74,6.61,3.03,0.85
 BOLD200808,Aug 14 2008 18:03:01,48 13.68 N,123 28.8 W,48.228,-123.480,P136,30.41,30.15,10.37,30.72,23.55,5.67,2.47,24.81,0.32,0.74,2.15,50.99,5.44,1.23,0.42
 BOLD200808,Aug 14 2008 18:03:01,48 13.68 N,123 28.8 W,48.228,-123.480,P136,50.55,50.12,9.49,31.52,24.32,4.73,1.63,27.98,0.27,0.56,2.30,53.07,4.62,3.66,0.46
 BOLD200808,Aug 14 2008 18:03:01,48 13.68 N,123 28.8 W,48.228,-123.480,P136,81.28,80.58,8.27,32.64,25.38,3.45,1.50,32.16,0.17,0.29,2.56,55.93,3.40,,
 BOLD200808,Aug 14 2008 18:03:01,48 13.68 N,123 28.8 W,48.228,-123.480,P136,121.32,120.27,7.25,33.58,26.26,2.48,1.34,35.33,0.07,0.15,2.71,58.09,2.42,,
 BOLD200808,Aug 14 2008 18:03:01,48 13.68 N,123 28.8 W,48.228,-123.480,P136,155.90,154.53,7.10,33.70,26.38,2.24,1.38,35.71,0.04,0.16,2.71,58.61,2.23,,
 BOLD200808,Aug 14 2008 19:31:24,48 13.86 N,123 43.92 W,48.231,-123.732,P133,1.15,1.14,10.86,19.67,14.90,5.28,3.52,,,,,,6.50,1.55,0.31
 BOLD200808,Aug 14 2008 19:31:24,48 13.86 N,123 43.92 W,48.231,-123.732,P133,1.18,1.17,10.82,15.28,11.49,5.25,3.61,,,,,,,,
 BOLD200808,Aug 14 2008 19:31:24,48 13.86 N,123 43.92 W,48.231,-123.732,P133,4.06,4.03,10.34,30.97,23.75,5.79,3.47,,,,,,5.76,1.53,0.41
 BOLD200808,Aug 14 2008 19:31:24,48 13.86 N,123 43.92 W,48.231,-123.732,P133,8.07,8.01,9.99,31.28,24.05,5.23,3.45,,,,,,5.21,1.69,0.41
 BOLD200808,Aug 14 2008 19:31:24,48 13.86 N,123 43.92 W,48.231,-123.732,P133,19.55,19.38,9.20,31.91,24.67,4.59,3.59,,,,,,4.45,0.64,0.31
 BOLD200808,Aug 14 2008 19:31:24,48 13.86 N,123 43.92 W,48.231,-123.732,P133,32.63,32.36,9.17,32.00,24.75,4.61,3.78,,,,,,4.51,1.09,0.34
 BOLD200808,Aug 14 2008 19:31:24,48 13.86 N,123 43.92 W,48.231,-123.732,P133,52.67,52.22,8.03,33.01,25.71,3.50,3.99,,,,,,3.36,0.43,0.28
 BOLD200808,Aug 14 2008 19:31:24,48 13.86 N,123 43.92 W,48.231,-123.732,P133,82.27,81.57,7.43,33.52,26.19,2.87,4.24,,,,,,2.82,,
 BOLD200808,Aug 14 2008 19:31:24,48 13.86 N,123 43.92 W,48.231,-123.732,P133,123.42,122.34,6.93,33.82,26.50,2.08,4.69,,,,,,2.05,,
 BOLD200808,Aug 14 2008 19:31:24,48 13.86 N,123 43.92 W,48.231,-123.732,P133,160.48,159.07,6.85,33.85,26.54,1.93,1.22,,,,,,1.92,,
 BOLD200808,Aug 15 2008 02:55:30,48 16.02 N,125 0.96 W,48.267,-125.016,P105,1.82,1.81,12.90,32.40,24.40,9.69,13.58,,,,,,,4.68,2.02
 BOLD200808,Aug 15 2008 02:55:30,48 16.02 N,125 0.96 W,48.267,-125.016,P105,1.84,1.82,12.93,32.39,24.39,9.68,13.14,12.97,0.10,0.61,1.16,41.93,,5.40,2.16
 BOLD200808,Aug 15 2008 02:55:30,48 16.02 N,125 0.96 W,48.267,-125.016,P105,2.37,2.35,12.90,32.40,24.40,9.69,13.69,12.90,0.10,0.81,1.17,41.85,,,
 BOLD200808,Aug 15 2008 02:55:30,48 16.02 N,125 0.96 W,48.267,-125.016,P105,4.57,4.53,12.91,32.40,24.39,9.67,13.66,12.93,0.11,0.32,1.09,42.01,,5.55,1.97
 BOLD200808,Aug 15 2008 02:55:30,48 16.02 N,125 0.96 W,48.267,-125.016,P105,7.06,7.00,12.57,32.45,24.50,9.72,13.85,13.27,0.08,0.42,1.14,42.69,,4.92,1.89
 BOLD200808,Aug 15 2008 02:55:30,48 16.02 N,125 0.96 W,48.267,-125.016,P105,9.38,9.30,12.14,32.50,24.62,9.71,15.48,15.57,0.05,0.09,1.35,46.02,,5.10,1.89
 BOLD200808,Aug 15 2008 02:55:30,48 16.02 N,125 0.96 W,48.267,-125.016,P105,14.23,14.12,10.13,32.67,25.12,6.70,9.16,22.63,0.32,0.00,1.81,49.17,,3.12,1.50
 BOLD200808,Aug 15 2008 03:53:47,48 16.08 N,125 1.08 W,48.268,-125.018,P105,1.67,1.65,12.46,32.49,24.55,9.63,13.19,15.38,0.09,0.11,1.29,45.24,9.09,4.38,1.71
