record no,CRUISE_ID,DATE_UTC,TIME_UTC,DATE_LOCAL,TIME_LOCAL,LATITUDE_DEG,LONGITUDE_DEG,LATITUDE_DEC,LONGITUDE_DEC,STATION_NO,NISKIN_NO,NISKIN_NO_FLAG_W,CTDPRS_DBAR,DEPTH (M),CTDTMP_DEG_C_ITS90,CTDTMP2_DEC_C_ITS90,CTDTMP_FLAG_W,CTD/TEMP_COMMENTS,CTDSAL_PSS78,CTDSAL2_PSS78,CTDSAL_FLAG_W,CTD/SAL_COMMENTS,SIGMATHETA_KG_M3,SIGMATHETA2_KG_M3,CTDOXY_MG_L_1,CTDOXY_MG_L_2,CTDOXY_MG_L_AVG,CTDOXY_FLAG_W,CTD/O2_COMMENTS,OXYGEN_MG_L_1,OXYGEN_MG_L_2,OXYGEN_MG_L_3,OXYGEN_avg_mg_L,OXYGEN_UMOL_KG,OXYGEN_FLAG_W,OXYGEN COMMENTS,CTD_PH_NBS,SALINITY_PSS78_1,SALINITY_PSS78_2,SALINITY_FLAG_W,Nutrient lab temperature,NITRATE_UMOL_L,NITRITE_UMOL_L,AMMONIUM_UMOL_L,PHOSPHATE_UMOL_L,SILICATE_UMOL_L,NUTRIENTS_FLAG_W,CTD FLU (mg/m3),CHLA (ug/l),CHLA 2 (ug/l),CHLA avg (ug/l),CHLA_FLAG_W,PHAEOPIGMENT (ug/l),PHAEOPIGMENT 2 (ug/l),PHAEOPIGMENT avg (ug/l),PHAEOPIGMENT_FLAG_W,TA_UMOL_KG,TA_FLAG_W,DIC_UMOL_KG,DIC_FLAG_W,SECCHI DEPTH (m)
11,TN409,Oct 12 2022,16:42:11,10/12/2022,9:42:11 AM, 48 15.99 N, 125 00.97 W,48.267,125.0161667,105,11,2,81.165,80.466,7.9504,7.9523,2,,33.435,33.4359,2,,26.0537,,3.271,3.3077,3.289,2,,3.43,,,3.427,,2,,,33.447,,2,,30.60,0.11,0.14,2.38,35.27,2,-0.0242,,,,,,,,,,,,,
12,TN409,Oct 12 2022,16:42:36,10/12/2022,9:42:36 AM, 48 15.99 N, 125 00.97 W,48.267,125.0161667,105,12,2,80.899,80.202,7.9564,7.9585,2,,33.4291,33.4299,2,,26.048,,3.3066,3.3463,3.326,2,,,,,,,,,,,,,,,,,,,,-0.0234,,,,,,,,,,,,,
13,TN409,Oct 12 2022,16:45:30,10/12/2022,9:45:30 AM, 48 15.99 N, 125 00.97 W,48.267,125.0161667,105,13,2,50.745,50.311,8.0995,8.1006,2,,33.1628,33.1645,2,,25.8185,,3.1495,3.1896,3.170,2,,3.30,3.29,,3.297,,6,,,33.169,,2,,,,,,,,-0.0054,,,,,,,,,,,,,
14,TN409,Oct 12 2022,16:45:58,10/12/2022,9:45:58 AM, 48 15.99 N, 125 00.97 W,48.267,125.0161667,105,14,2,50.618,50.185,8.1112,8.1162,2,,33.1517,33.1498,2,,25.8046,,3.1818,3.2315,3.207,2,,,,,,,,,,,,,,,,,,,,0.0008,,,,,,,,,,,,,
15,TN409,Oct 12 2022,16:48:48,10/12/2022,9:48:48 AM, 48 15.99 N, 125 00.97 W,48.267,125.0161667,105,15,2,29.492,29.242,8.6024,8.5948,2,,32.9161,32.9211,2,,25.5534,,3.8626,3.8996,3.881,2,,4.02,,,4.024,,2,,,,,,,28.00,0.32,0.57,2.31,33.81,2,0.0139,,,,,,,,,,,,,
16,TN409,Oct 12 2022,16:49:16,10/12/2022,9:49:16 AM, 48 15.99 N, 125 00.97 W,48.267,125.0161667,105,16,2,30.001,29.746,8.5688,8.5548,2,,32.9286,32.9354,2,,25.5707,,3.8394,3.8854,3.862,2,,,,,,,,,,,,,,,,,,,,0.0432,,,,,,,,,,,,,
17,TN409,Oct 12 2022,16:51:38,10/12/2022,9:51:38 AM, 48 15.99 N, 125 00.97 W,48.267,125.0161667,105,17,2,19.49,19.325,9.2995,9.2972,2,,32.7082,32.7091,2,,25.2782,,4.3657,4.4203,4.393,2,,4.57,4.55,,4.558,,6,,,32.779,,2,,,,,,,,0.0832,,,,,,,,,,,,,
18,TN409,Oct 12 2022,16:52:05,10/12/2022,9:52:05 AM, 48 15.99 N, 125 00.97 W,48.267,125.0161667,105,18,2,19.607,19.441,9.3002,9.3053,2,,32.7075,32.7082,2,,25.2762,,4.3683,4.4213,4.395,2,,,,,,,,,,,,,,,,,,,,0.1013,,,,,,,,,,,,,
19,TN409,Oct 12 2022,16:54:37,10/12/2022,9:54:37 AM, 48 15.99 N, 125 00.97 W,48.267,125.0161667,105,19,2,9.17,9.093,9.9618,9.9061,2,,32.5694,32.5779,2,,25.0768,,4.8594,4.8968,4.878,2,,5.82,,,5.816,,2,,,,,,,18.93,0.31,1.80,1.83,25.72,2,0.3659,,,,,,,,,,,,,
20,TN409,Oct 12 2022,16:55:05,10/12/2022,9:55:05 AM, 48 15.99 N, 125 00.97 W,48.267,125.0161667,105,20,2,10.09,10.005,9.5779,9.5601,2,,32.6291,32.6263,2,,25.1712,,4.688,4.7347,4.711,2,,,,,,,,,,,,,,,,,,,,0.2484,,,,,,,,,,,,,
21,TN409,Oct 12 2022,16:57:26,10/12/2022,9:57:26 AM, 48 15.99 N, 125 00.97 W,48.267,125.0161667,105,21,2,4.393,4.356,12.6166,12.6171,2,,32.3625,32.3629,2,,24.425,,7.9053,7.9485,7.927,2,,8.37,,,8.366,,2,,,,,,,,,,,,,1.5584,,,,,,,,,,,,,
22,TN409,Oct 12 2022,16:59:45,10/12/2022,9:59:45 AM, 48 15.99 N, 125 00.97 W,48.267,125.0161667,105,22,2,3.027,3.002,12.8518,12.8534,2,,32.3545,32.3553,2,,24.3735,,8.2107,8.2872,8.249,2,,8.67,8.65,,8.662,,6,possibly overshot first sample,,32.388,,2,,6.69,0.21,0.64,0.96,16.91,2,1.6059,,,,,,,,,,,,,
23,TN409,Oct 12 2022,17:00:04,10/12/2022,10:00:04 AM, 48 15.99 N, 125 00.97 W,48.267,125.0161667,105,23,2,3.473,3.444,12.8769,12.8818,2,,32.3582,32.3596,2,,24.3712,,8.2251,8.3058,8.265,2,,,,,,,,,,,,,,,,,,,,1.5519,,,,,,,,,,,,,
24,TN409,Oct 12 2022,17:00:24,10/12/2022,10:00:24 AM, 48 15.99 N, 125 00.97 W,48.267,125.0161667,105,24,2,3.362,3.333,12.8367,12.8241,2,,32.3617,32.3639,2,,24.3858,,8.21,8.2861,8.248,2,,,,,,,,,,,,,,,,,,,,1.4841,,,,,,,,,,,,,
25,TN409,Oct 13 2022,16:19:44,10/13/2022,9:19:44 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,1,2,283.165,280.584,7.5236,7.5255,2,,33.8611,33.862,2,,26.4528,,1.5941,1.6198,1.607,2,,1.66,1.67,,1.663,,6,,,,,,,34.64,0.08,0.14,2.75,46.79,2,-0.0191,,,,,,,,,,,,,
26,TN409,Oct 13 2022,16:20:05,10/13/2022,9:20:05 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,2,2,282.326,279.753,7.5226,7.5244,2,,33.8614,33.8623,2,,26.4533,,1.596,1.6182,1.607,2,,,,,,,,,,,,,,,,,,,,-0.0201,,,,,,,,,,,,,
27,TN409,Oct 13 2022,16:24:03,10/13/2022,9:24:03 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,3,2,232.596,230.505,7.5448,7.5482,2,,33.8541,33.8542,2,,26.4428,,1.5754,1.5985,1.587,2,,1.60,,,1.601,,2,,,,,,,,,,,,,-0.009,,,,,,,,,,,,,
28,TN409,Oct 13 2022,16:26:48,10/13/2022,9:26:48 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,4,2,201.902,200.101,7.6154,7.6173,2,,33.8271,33.8278,2,,26.4117,,1.5748,1.599,1.587,2,,,,,,,,,,,,,,,,,,,,-0.0214,,,,,,,,,,,,,
29,TN409,Oct 13 2022,16:29:24,10/13/2022,9:29:24 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,5,2,171.728,170.209,7.678,7.6803,2,,33.7982,33.7988,2,,26.3795,,1.605,1.6206,1.613,2,,1.66,,,1.661,,2,,,,,,,,,,,,,-0.0134,,,,,,,,,,,,,
30,TN409,Oct 13 2022,16:29:42,10/13/2022,9:29:42 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,6,2,171.616,170.098,7.6802,7.682,2,,33.7976,33.7984,2,,26.379,,1.5987,1.6209,1.610,2,,,,,,,,,,,,,,,,,,,,-0.011,,,,,,,,,,,,,
31,TN409,Oct 13 2022,16:33:04,10/13/2022,9:33:04 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,7,2,121.191,120.133,7.7701,7.7722,2,,33.7443,33.7449,2,,26.3232,,2.0576,2.0765,2.067,2,,2.12,,,2.117,,2,,,,,,,,,,,,,-0.0049,,,,,,,,,,,,,
32,TN409,Oct 13 2022,16:33:30,10/13/2022,9:33:30 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,8,2,120.88,119.825,7.7685,7.7704,2,,33.7461,33.7468,2,,26.3249,,2.0318,2.0499,2.041,2,,,,,,,,,,,,,,,,,,,,0.0074,,,,,,,,,,,,,
33,TN409,Oct 13 2022,16:36:40,10/13/2022,9:36:40 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,9,2,80.719,80.022,7.984,7.989,2,,33.6273,33.6284,2,,26.1995,,2.613,2.6181,2.616,2,,2.70,,,2.697,,2,,,,,,,31.11,0.19,0.27,2.50,39.82,2,0.0788,,,,,,,,,,,,,
34,TN409,Oct 13 2022,16:37:02,10/13/2022,9:37:02 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,10,2,80.377,79.684,7.9752,7.9758,2,,33.6226,33.6226,2,,26.1968,,2.6539,2.6912,2.673,2,,,,,,,,,,,,,,,,,,,,0.0494,,,,,,,,,,,,,
35,TN409,Oct 13 2022,16:40:01,10/13/2022,9:40:01 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,11,2,50.206,49.776,8.2681,8.2694,2,,33.4509,33.4516,2,,26.0187,,3.123,3.1652,3.144,2,,3.29,,,3.294,,2,,,,,,,,,,,,,0.1395,,,,,,,,,,,,,
36,TN409,Oct 13 2022,16:40:20,10/13/2022,9:40:20 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,12,2,50.282,49.851,8.2794,8.2825,2,,33.4479,33.4481,2,,26.014,,3.1071,3.1376,3.122,2,,,,,,,,,,,,,,,,,,,,0.1232,,,,,,,,,,,,,
37,TN409,Oct 13 2022,16:43:08,10/13/2022,9:43:08 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,13,2,30.491,30.232,8.3566,8.3578,2,,33.373,33.3745,2,,25.9447,,2.8245,2.8573,2.841,2,,2.94,,,2.944,,2,,,,,,,,,,,,,0.1244,,,,,,,,,,,,,
38,TN409,Oct 13 2022,16:43:28,10/13/2022,9:43:28 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,14,2,30.485,30.225,8.3648,8.3648,2,,33.3649,33.3672,2,,25.9379,,2.8204,2.8499,2.835,2,,,,,,,,,,,,,,,,,,,,0.1721,,,,,,,,,,,,,
39,TN409,Oct 13 2022,16:45:47,10/13/2022,9:45:47 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,15,2,20.379,20.206,8.5552,8.5577,2,,33.2464,33.2465,2,,25.814,,3.0998,3.1314,3.116,2,,3.27,,,3.272,,2,,,,,,,,,,,,,0.2401,,,,,,,,,,,,,
40,TN409,Oct 13 2022,16:46:03,10/13/2022,9:46:03 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,16,2,20.158,19.987,8.5504,8.5551,2,,33.2495,33.2483,2,,25.8157,,3.1027,3.1386,3.121,2,,,,,,,,,,,,,,,,,,,,0.2212,,,,,,,,,,,,,
41,TN409,Oct 13 2022,16:48:28,10/13/2022,9:48:28 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,17,2,10.278,10.191,8.8044,8.8092,2,,33.0721,33.0724,2,,25.6387,,3.5603,3.594,3.577,2,,3.75,,,3.748,,2,,,,,,,,,,,,,0.5017,,,,,,,,,,,,,
42,TN409,Oct 13 2022,16:48:46,10/13/2022,9:48:46 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,18,2,10.224,10.138,8.8094,8.8128,2,,33.0714,33.0718,2,,25.6377,,3.5719,3.6107,3.591,2,,,,,,,,,,,,,,,,,,,,0.4619,,,,,,,,,,,,,
43,TN409,Oct 13 2022,16:51:02,10/13/2022,9:51:02 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,19,2,4.364,4.327,9.1528,9.1684,2,,32.6747,32.6578,2,,25.2582,,3.9811,4.029,4.005,2,,4.32,,,4.323,,2,,,,,,,,,,,,,0.7454,,,,,,,,,,,,,
44,TN409,Oct 13 2022,16:51:21,10/13/2022,9:51:21 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,20,2,4.549,4.511,9.1992,9.1723,2,,32.6157,32.6513,2,,25.2525,,4.0752,4.0828,4.079,2,,,,,,,,,,,,,,,,,,,,0.837,,,,,,,,,,,,,
45,TN409,Oct 13 2022,16:53:23,10/13/2022,9:53:23 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,21,2,2.598,2.576,9.0983,9.1006,2,,32.7579,32.7569,2,,25.3463,,3.9557,3.9957,3.976,2,,4.15,4.17,,4.157,,6,,,,,,,27.69,0.40,0.53,2.36,39.63,2,0.8216,,,,,,,,,,,,,
46,TN409,Oct 13 2022,16:53:41,10/13/2022,9:53:41 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,22,2,2.764,2.741,9.1111,9.1128,2,,32.7407,32.742,2,,25.3327,,3.974,4.0169,3.995,2,,,,,,,,,,,,,,,,,,,,0.8592,,,,,,,,,,,,,
47,TN409,Oct 13 2022,16:53:57,10/13/2022,9:53:57 AM, 48 27.75 N, 124 46.96 W,48.463,124.7826667,120,23,2,2.541,2.52,9.2083,9.2045,2,,32.6032,32.6134,2,,25.2177,,4.0904,4.1209,4.106,2,,,,,,,,,,,,,,,,,,,,0.8105,,,,,,,,,,,,,
48,TN409,Oct 14 2022,17:47:29,10/14/2022,10:47:29 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,1,2,228.568,226.517,7.5126,7.5145,2,,33.8288,33.8296,2,,26.4281,,1.6871,1.7142,1.701,2,,1.72,1.72,,1.721,,6,,,,,,,,,,,,,-0.0078,,,,,,,,,,,,,
49,TN409,Oct 14 2022,17:47:43,10/14/2022,10:47:43 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,2,2,228.406,226.356,7.5122,7.5144,2,,33.8285,33.8293,2,,26.4279,,1.6899,1.7136,1.702,2,,,,,,,,,,,,,,,,,,,,-0.0071,,,,,,,,,,,,,
50,TN409,Oct 14 2022,17:50:39,10/14/2022,10:50:39 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,3,2,172.892,171.363,7.5355,7.5376,2,,33.8262,33.827,2,,26.422,,1.6466,1.6746,1.661,2,,1.68,,,1.683,,2,,,,,,,,,,,,,-0.0062,,,,,,,,,,,,,
51,TN409,Oct 14 2022,17:50:58,10/14/2022,10:50:58 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,4,2,173.089,171.559,7.5309,7.5329,2,,33.8268,33.8276,2,,26.4232,,1.6584,1.6815,1.670,2,,,,,,,,,,,,,,,,,,,,-0.0095,,,,,,,,,,,,,
52,TN409,Oct 14 2022,17:54:01,10/14/2022,10:54:01 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,5,2,122.96,121.888,7.7799,7.7824,2,,33.6931,33.6936,2,,26.2814,,2.1511,2.1796,2.165,2,,2.12,,,2.117,,2,,,,,,,,,,,,,0.0057,,,,,,,,,,,,,
53,TN409,Oct 14 2022,17:54:18,10/14/2022,10:54:18 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,6,2,123.215,122.14,7.7708,7.7726,2,,33.6929,33.6934,2,,26.2826,,2.1507,2.1825,2.167,2,,,,,,,,,,,,,,,,,,,,0.0125,,,,,,,,,,,,,
54,TN409,Oct 14 2022,17:57:15,10/14/2022,10:57:15 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,7,2,82.598,81.886,8.2091,8.211,2,,33.4949,33.4954,2,,26.0623,,2.3648,2.3822,2.374,2,,2.45,,,2.455,,2,,,,,,,,,,,,,0.1161,,,,,,,,,,,,,
55,TN409,Oct 14 2022,17:57:35,10/14/2022,10:57:35 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,8,2,81.972,81.265,8.2362,8.2393,2,,33.4671,33.4669,2,,26.0356,,2.4131,2.4516,2.432,2,,,,,,,,,,,,,,,,,,,,0.1501,,,,,,,,,,,,,
56,TN409,Oct 14 2022,18:00:28,10/14/2022,11:00:28 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,9,2,51.303,50.864,8.7439,8.7465,2,,32.7997,32.7998,2,,25.4356,,3.0305,3.07,3.050,2,,3.14,,,3.144,,2,,,,,,,,,,,,,0.1183,,,,,,,,,,,,,
57,TN409,Oct 14 2022,18:00:48,10/14/2022,11:00:48 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,10,2,51.542,51.101,8.7469,8.7493,2,,32.7975,32.7979,2,,25.4337,,3.0424,3.0768,3.060,2,,,,,,,,,,,,,,,,,,,,0.1178,,,,,,,,,,,,,
58,TN409,Oct 14 2022,18:03:17,10/14/2022,11:03:17 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,11,2,29.68,29.428,9.4048,9.4064,2,,32.2217,32.2225,2,,24.8806,,3.9882,4.0265,4.007,2,,4.12,,,4.123,,2,,,,,,,,,,,,,0.4443,,,,,,,,,,,,,
59,TN409,Oct 14 2022,18:03:35,10/14/2022,11:03:35 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,12,2,29.863,29.609,9.4018,9.4033,2,,32.2239,32.2249,2,,24.883,,3.9869,4.031,4.009,2,,,,,,,,,,,,,,,,,,,,0.3711,,,,,,,,,,,,,
60,TN409,Oct 14 2022,18:05:51,10/14/2022,11:05:51 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,13,2,20.487,20.313,9.4583,9.4599,2,,32.1906,32.1915,2,,24.8477,,4.071,4.1099,4.090,2,,4.22,,,4.222,,2,,,,,,,,,,,,,0.416,,,,,,,,,,,,,
61,TN409,Oct 14 2022,18:06:08,10/14/2022,11:06:08 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,14,2,20.425,20.252,9.4703,9.4696,2,,32.1845,32.1866,2,,24.8423,,4.0943,4.1288,4.112,2,,,,,,,,,,,,,,,,,,,,0.4526,,,,,,,,,,,,,
62,TN409,Oct 14 2022,18:08:14,10/14/2022,11:08:14 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,15,2,10.027,9.943,9.5669,9.5684,2,,32.1428,32.1434,2,,24.7926,,4.3007,4.35,4.325,2,,4.44,,,4.435,,2,,,,,,,,,,,,,0.6038,,,,,,,,,,,,,
63,TN409,Oct 14 2022,18:08:32,10/14/2022,11:08:32 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,16,2,10.036,9.952,9.5671,9.5687,2,,32.1424,32.1434,2,,24.7925,,4.3031,4.3487,4.326,2,,,,,,,,,,,,,,,,,,,,0.612,,,,,,,,,,,,,
64,TN409,Oct 14 2022,18:10:30,10/14/2022,11:10:30 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,17,2,5.305,5.26,9.5741,9.5755,2,,32.1066,32.1074,2,,24.7633,,4.2785,4.3211,4.300,2,,4.49,,,4.487,,2,,,,,,,,,,,,,0.6263,,,,,,,,,,,,,
65,TN409,Oct 14 2022,18:10:47,10/14/2022,11:10:47 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,18,2,5.313,5.268,9.5792,9.5804,2,,32.1065,32.1077,2,,24.7627,,4.2943,4.334,4.314,2,,,,,,,,,,,,,,,,,,,,0.6328,,,,,,,,,,,,,
66,TN409,Oct 14 2022,18:12:35,10/14/2022,11:12:35 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,19,2,2.845,2.821,9.6546,9.6995,2,,32.0454,32.0262,2,,24.6798,,4.4544,4.6421,4.548,2,,4.72,4.71,,4.711,,6,,,,,,,,,,,,,0.6367,,,,,,,,,,,,,
67,TN409,Oct 14 2022,18:12:53,10/14/2022,11:12:53 AM, 48 23.83 N, 124 25.14 W,48.397,124.419,123,20,2,2.95,2.925,9.6257,9.6255,2,,32.0613,32.0624,2,,24.72,,4.4477,4.4849,4.466,2,,,,,,,,,,,,,,,,,,,,0.6712,,,,,,,,,,,,,
68,TN409,Oct 14 2022,21:23:58,10/14/2022,2:23:58 PM, 48 16.28 N, 123 58.87 W,48.271,123.9811667,132,1,2,180.752,179.153,7.6065,7.6084,2,,33.8006,33.8018,2,,26.3923,,1.6363,1.6603,1.648,2,,1.67,1.70,,1.682,,6,,,,,,,34.11,0.11,0.07,2.75,47.35,2,0.011,,,,,,,,,,,,,
69,TN409,Oct 14 2022,21:24:16,10/14/2022,2:24:16 PM, 48 16.28 N, 123 58.87 W,48.271,123.9811667,132,2,2,180.755,179.155,7.6065,7.6083,2,,33.8007,33.8018,2,,26.3923,,1.6372,1.66,1.649,2,,,,,,,,,,,,,,,,,,,,0.0053,,,,,,,,,,,,,
70,TN409,Oct 14 2022,21:26:40,10/14/2022,2:26:40 PM, 48 16.28 N, 123 58.87 W,48.271,123.9811667,132,3,2,151.993,150.659,7.6091,7.6111,2,,33.7993,33.8003,2,,26.3903,,1.6306,1.6564,1.644,2,,1.65,,,1.651,,2,,,,,,,,,,,,,0.0053,,,,,,,,,,,,,
71,TN409,Oct 14 2022,21:26:54,10/14/2022,2:26:54 PM, 48 16.28 N, 123 58.87 W,48.271,123.9811667,132,4,2,151.904,150.571,7.6055,7.6072,2,,33.8005,33.8014,2,,26.3917,,1.6367,1.6617,1.649,2,,,,,,,,,,,,,,,,,,,,-0.0028,,,,,,,,,,,,,
72,TN409,Oct 14 2022,21:29:12,10/14/2022,2:29:12 PM, 48 16.28 N, 123 58.87 W,48.271,123.9811667,132,5,2,122.282,121.217,7.6184,7.6204,2,,33.7954,33.7962,2,,26.3853,,1.6293,1.65,1.640,2,,1.63,,,1.631,,2,,,,,,,,,,,,,-0.0009,,,,,,,,,,,,,
73,TN409,Oct 14 2022,21:29:30,10/14/2022,2:29:30 PM, 48 16.28 N, 123 58.87 W,48.271,123.9811667,132,6,2,122.261,121.196,7.6216,7.6238,2,,33.7942,33.795,2,,26.3839,,1.6186,1.6476,1.633,2,,,,,,,,,,,,,,,,,,,,-0.0046,,,,,,,,,,,,,
