Cruise ID,UTC Time,Latitude DegMin,Longitude DegMin,Latitude Deg,Longitude Deg,Station,Pressure,Depth,Temperature,Salinity,Sigma-t,Oxygen Concentration MG,Chlorophyll Fluorescence ,Beam Transmission,Nitrate,Nitrite,Ammonium,Phosphate,Silicate,Oxygen Concentration MG Titration,Chlorophyll Concentration,Phaeopigment Concentration
,,[deg min],[deg min],[deg],[deg],,[db],[m],[deg C],,[kg/m^3],[mg/l],[mg/m^3],[%],[uM],[uM],[uM],[uM],[uM],[mg/l],[ug/l],[ug/l]
,,,,,,,CTD,CTD,CTD,CTD,CTD,CTD,CTD,CTD,Lab,Lab,Lab,Lab,Lab,Lab,Lab,Lab
 TN097,Aug 18 1999 07:17:24,48 16.92 N,124 6.0 W,48.282,-124.100,P131,6.60,6.60,11.77,31.66,24.04,0.16,4.93,87.45,23.70,0.34,1.15,2.04,42.00,6.48,0.67,0.16
 TN097,Aug 18 1999 07:17:24,48 16.92 N,124 6.0 W,48.282,-124.100,P131,11.80,11.70,9.66,31.90,24.59,0.15,5.83,88.56,23.90,0.33,1.14,2.04,41.60,6.19,0.70,0.24
 TN097,Aug 18 1999 07:17:24,48 16.92 N,124 6.0 W,48.282,-124.100,P131,21.80,21.70,9.01,32.17,24.91,0.13,4.90,89.21,26.00,0.32,0.99,2.15,43.20,5.28,0.54,0.31
 TN097,Aug 18 1999 07:17:24,48 16.92 N,124 6.0 W,48.282,-124.100,P131,32.00,31.70,8.68,32.44,25.16,0.11,3.90,89.04,27.30,0.32,1.05,2.24,44.20,4.73,0.26,0.40
 TN097,Aug 18 1999 07:17:24,48 16.92 N,124 6.0 W,48.282,-124.100,P131,52.10,51.60,8.23,32.74,25.47,0.10,3.15,87.67,29.50,0.37,1.13,2.39,47.00,4.14,0.14,0.31
 TN097,Aug 18 1999 07:17:24,48 16.92 N,124 6.0 W,48.282,-124.100,P131,77.40,76.70,7.81,33.14,25.84,0.09,2.81,89.01,30.20,0.35,0.34,2.39,46.40,3.80,0.13,0.39
 TN097,Aug 18 1999 07:17:24,48 16.92 N,124 6.0 W,48.282,-124.100,P131,102.50,101.60,7.70,33.70,26.30,0.09,2.30,86.89,30.30,0.12,0.01,2.31,42.50,3.65,0.15,0.26
 TN097,Aug 18 1999 07:17:24,48 16.92 N,124 6.0 W,48.282,-124.100,P131,152.80,151.50,7.10,33.86,26.51,0.06,2.63,86.32,34.20,0.07,0.01,2.59,52.90,2.57,,
 TN097,Aug 18 1999 07:17:24,48 16.92 N,124 6.0 W,48.282,-124.100,P131,187.20,185.50,6.97,33.87,26.54,0.06,2.64,82.00,34.90,0.06,0.00,2.63,54.50,2.45,,
 TN097,Aug 18 1999 08:26:03,48 14.76 N,123 58.98 W,48.246,-123.983,P132,1.40,1.40,10.40,31.73,24.33,0.18,8.34,84.09,20.70,0.32,0.76,1.82,37.50,7.77,2.14,0.48
 TN097,Aug 18 1999 08:26:03,48 14.76 N,123 58.98 W,48.246,-123.983,P132,6.40,6.40,9.91,31.94,24.57,0.17,10.60,85.08,21.90,0.31,0.90,1.87,37.20,7.07,2.19,0.70
 TN097,Aug 18 1999 08:26:03,48 14.76 N,123 58.98 W,48.246,-123.983,P132,11.60,11.50,9.48,32.14,24.81,0.16,15.00,86.77,22.60,0.32,0.75,1.90,37.80,6.56,3.31,0.81
 TN097,Aug 18 1999 08:26:03,48 14.76 N,123 58.98 W,48.246,-123.983,P132,21.50,21.30,9.11,32.28,24.97,0.14,10.40,89.12,25.30,0.33,1.08,2.09,41.10,5.52,0.18,0.35
 TN097,Aug 18 1999 08:26:03,48 14.76 N,123 58.98 W,48.246,-123.983,P132,31.60,31.40,8.46,32.56,25.29,0.11,3.80,88.16,28.30,0.35,1.30,2.31,45.50,4.47,0.27,0.28
 TN097,Aug 18 1999 08:26:03,48 14.76 N,123 58.98 W,48.246,-123.983,P132,51.60,51.10,8.07,33.00,25.70,0.10,3.14,89.19,29.40,0.32,0.51,2.31,45.20,4.10,0.17,0.37
 TN097,Aug 18 1999 08:26:03,48 14.76 N,123 58.98 W,48.246,-123.983,P132,76.70,76.10,7.87,33.56,26.16,0.10,2.25,88.07,27.90,0.11,0.04,2.15,37.30,4.33,0.10,0.28
 TN097,Aug 18 1999 08:26:03,48 14.76 N,123 58.98 W,48.246,-123.983,P132,101.60,100.80,7.59,33.69,26.31,0.08,2.53,87.12,30.90,0.09,0.00,2.34,44.10,3.53,0.11,0.36
 TN097,Aug 18 1999 08:26:03,48 14.76 N,123 58.98 W,48.246,-123.983,P132,152.50,151.20,7.33,33.80,26.43,0.07,2.56,87.01,32.90,0.12,0.00,2.48,49.00,2.94,,
 TN097,Aug 18 1999 08:26:03,48 14.76 N,123 58.98 W,48.246,-123.983,P132,165.30,163.80,7.33,33.79,26.43,0.07,2.60,86.51,33.20,0.12,0.01,2.50,49.40,2.91,,
 TN097,Aug 18 1999 09:49:35,48 13.8 N,123 43.98 W,48.230,-123.733,P133,1.40,1.40,10.67,30.94,23.67,0.15,7.59,86.34,22.30,0.34,0.94,2.02,44.00,6.15,1.13,0.22
 TN097,Aug 18 1999 09:49:35,48 13.8 N,123 43.98 W,48.230,-123.733,P133,6.50,6.50,9.86,31.18,24.00,0.14,6.53,86.58,22.60,0.34,0.90,2.08,43.30,5.60,1.20,0.43
 TN097,Aug 18 1999 09:49:35,48 13.8 N,123 43.98 W,48.230,-123.733,P133,11.50,11.40,9.77,31.37,24.16,0.13,8.94,87.13,23.20,0.34,0.78,2.14,46.00,5.25,1.60,0.48
 TN097,Aug 18 1999 09:49:35,48 13.8 N,123 43.98 W,48.230,-123.733,P133,21.60,21.40,9.20,31.75,24.54,0.12,5.87,87.90,24.40,0.33,0.69,2.18,45.10,4.86,0.83,0.40
 TN097,Aug 18 1999 09:49:35,48 13.8 N,123 43.98 W,48.230,-123.733,P133,31.70,31.40,8.67,32.42,25.15,0.11,5.94,88.05,25.70,0.31,0.54,2.28,45.20,4.55,0.86,0.42
 TN097,Aug 18 1999 09:49:35,48 13.8 N,123 43.98 W,48.230,-123.733,P133,51.00,50.60,8.32,32.87,25.56,0.11,5.77,87.23,25.70,0.30,0.55,2.23,43.70,4.51,1.06,0.84
 TN097,Aug 18 1999 09:49:35,48 13.8 N,123 43.98 W,48.230,-123.733,P133,76.30,75.60,7.63,33.50,26.15,0.09,2.69,88.93,28.50,0.27,0.00,2.31,44.40,3.77,0.18,0.54
 TN097,Aug 18 1999 09:49:35,48 13.8 N,123 43.98 W,48.230,-123.733,P133,99.20,98.40,7.50,33.75,26.36,0.08,2.48,86.87,31.30,0.11,0.00,2.37,45.00,3.42,0.09,0.61
 TN097,Aug 18 1999 09:49:35,48 13.8 N,123 43.98 W,48.230,-123.733,P133,150.10,148.80,7.20,33.82,26.47,0.07,2.74,86.95,32.80,0.13,0.00,2.54,51.20,2.65,,
 TN097,Aug 18 1999 09:49:35,48 13.8 N,123 43.98 W,48.230,-123.733,P133,154.00,152.70,7.20,33.82,26.47,0.07,2.82,86.89,33.80,0.14,0.00,2.54,51.00,2.74,,
 TN097,Aug 18 1999 11:12:19,48 13.44 N,123 28.98 W,48.224,-123.483,P136,1.70,1.70,11.05,30.45,23.23,0.15,5.66,86.72,22.20,0.35,0.93,1.98,42.70,6.30,0.79,0.22
 TN097,Aug 18 1999 11:12:19,48 13.44 N,123 28.98 W,48.224,-123.483,P136,6.60,6.60,10.14,30.80,23.65,0.14,7.01,87.11,23.10,0.35,1.03,2.04,43.10,5.68,0.90,0.28
 TN097,Aug 18 1999 11:12:19,48 13.44 N,123 28.98 W,48.224,-123.483,P136,11.70,11.60,9.91,31.05,23.88,0.13,7.03,87.64,23.80,0.34,1.09,2.07,43.40,5.47,0.86,0.34
 TN097,Aug 18 1999 11:12:19,48 13.44 N,123 28.98 W,48.224,-123.483,P136,21.70,21.50,9.41,31.38,24.22,0.12,5.28,87.54,25.70,0.34,0.82,2.15,45.90,4.99,0.77,0.41
 TN097,Aug 18 1999 11:12:19,48 13.44 N,123 28.98 W,48.224,-123.483,P136,31.80,31.50,9.02,31.76,24.58,0.11,5.10,87.60,27.00,0.33,0.63,2.23,47.70,4.61,0.54,0.46
 TN097,Aug 18 1999 11:12:19,48 13.44 N,123 28.98 W,48.224,-123.483,P136,50.70,50.20,8.38,32.71,25.42,0.10,5.25,87.99,28.90,0.30,0.43,2.29,46.30,4.20,0.90,0.62
 TN097,Aug 18 1999 11:12:19,48 13.44 N,123 28.98 W,48.224,-123.483,P136,73.80,73.20,7.96,33.16,25.83,0.09,4.77,88.21,30.20,0.29,0.30,2.35,46.60,3.77,0.51,0.62
 TN097,Aug 18 1999 11:12:19,48 13.44 N,123 28.98 W,48.224,-123.483,P136,99.00,98.10,7.43,33.71,26.34,0.08,2.67,86.42,31.60,0.17,0.03,2.42,46.60,3.22,0.23,0.56
 TN097,Aug 18 1999 11:12:19,48 13.44 N,123 28.98 W,48.224,-123.483,P136,139.80,138.60,7.19,33.81,26.46,0.07,3.20,,33.50,0.14,0.00,2.54,50.80,2.69,,
 TN097,Aug 18 1999 12:45:30,48 14.52 N,123 13.5 W,48.242,-123.225,P23,1.40,1.40,11.18,30.15,22.98,6.82,7.75,85.69,20.90,0.37,0.93,1.96,42.80,,0.99,0.24
 TN097,Aug 18 1999 12:45:30,48 14.52 N,123 13.5 W,48.242,-123.225,P23,1.50,1.50,11.17,30.15,22.98,6.76,8.87,85.58,,,,,,6.45,,
 TN097,Aug 18 1999 12:45:30,48 14.52 N,123 13.5 W,48.242,-123.225,P23,5.50,5.40,11.14,30.16,22.98,6.78,8.31,85.73,,,,,,6.39,,
 TN097,Aug 18 1999 12:45:30,48 14.52 N,123 13.5 W,48.242,-123.225,P23,6.40,6.40,11.07,30.17,23.00,6.71,9.70,85.65,20.70,0.37,0.90,1.95,42.20,,1.39,0.46
 TN097,Aug 18 1999 12:45:30,48 14.52 N,123 13.5 W,48.242,-123.225,P23,10.30,10.20,10.75,30.24,23.11,6.53,7.83,85.80,,,,,,6.19,,
 TN097,Aug 18 1999 12:45:30,48 14.52 N,123 13.5 W,48.242,-123.225,P23,12.40,12.30,10.75,30.27,23.14,6.51,8.21,85.67,21.10,0.37,0.88,1.99,43.20,,1.70,0.44
 TN097,Aug 18 1999 12:45:30,48 14.52 N,123 13.5 W,48.242,-123.225,P23,18.10,17.90,10.53,30.33,23.22,6.44,8.00,85.52,21.30,0.37,0.90,2.00,43.90,,1.65,0.57
 TN097,Aug 18 1999 12:45:30,48 14.52 N,123 13.5 W,48.242,-123.225,P23,19.60,19.50,10.45,30.37,23.27,6.38,10.00,86.29,,,,,,5.91,,
 TN097,Aug 18 1999 12:45:30,48 14.52 N,123 13.5 W,48.242,-123.225,P23,23.40,23.20,10.29,30.57,23.45,6.11,8.20,87.20,22.20,0.37,1.10,2.07,43.90,,1.22,0.59
 TN097,Aug 18 1999 12:45:30,48 14.52 N,123 13.5 W,48.242,-123.225,P23,29.80,29.50,9.74,30.93,23.82,5.68,7.01,87.09,,,,,,5.27,,
 TN097,Aug 18 1999 12:45:30,48 14.52 N,123 13.5 W,48.242,-123.225,P23,35.20,34.90,9.62,31.09,23.97,5.53,6.06,87.77,24.20,0.36,0.83,2.16,46.10,,0.74,0.47
 TN097,Aug 18 1999 12:45:30,48 14.52 N,123 13.5 W,48.242,-123.225,P23,51.90,51.50,9.31,31.55,24.37,5.20,5.05,86.90,25.40,0.35,0.90,2.23,46.90,4.84,0.50,0.38
 TN097,Aug 18 1999 12:45:30,48 14.52 N,123 13.5 W,48.242,-123.225,P23,77.10,76.50,8.62,32.25,25.02,4.50,5.48,86.36,27.90,0.32,0.44,2.36,48.30,4.10,0.50,0.55
 TN097,Aug 18 1999 12:45:30,48 14.52 N,123 13.5 W,48.242,-123.225,P23,100.60,99.70,8.04,32.92,25.64,3.93,4.73,85.71,29.60,0.27,0.17,2.40,49.10,3.72,0.53,0.62
 TN097,Aug 18 1999 12:45:30,48 14.52 N,123 13.5 W,48.242,-123.225,P23,120.80,119.70,7.61,33.41,26.08,3.46,4.35,84.59,30.80,0.23,0.00,2.47,49.40,,,
 TN097,Aug 18 1999 12:45:30,48 14.52 N,123 13.5 W,48.242,-123.225,P23,145.10,143.80,7.40,33.64,26.30,3.25,4.63,82.65,31.70,0.20,0.00,2.51,49.00,3.08,,
 TN097,Aug 18 1999 14:09:03,48 16.32 N,123 1.14 W,48.272,-123.019,P22,1.50,1.50,10.82,30.23,23.10,6.93,9.12,85.91,21.20,0.37,0.76,1.95,43.60,6.47,1.94,0.41
 TN097,Aug 18 1999 14:09:03,48 16.32 N,123 1.14 W,48.272,-123.019,P22,6.50,6.50,10.80,30.23,23.10,6.90,9.15,85.75,21.20,0.36,0.63,1.96,44.50,6.46,2.58,0.42
 TN097,Aug 18 1999 14:09:03,48 16.32 N,123 1.14 W,48.272,-123.019,P22,11.50,11.40,10.60,30.28,23.17,6.65,9.56,86.18,21.80,0.36,0.83,1.98,43.70,6.24,2.19,0.70
 TN097,Aug 18 1999 14:09:03,48 16.32 N,123 1.14 W,48.272,-123.019,P22,21.60,21.50,10.24,30.53,23.43,6.17,9.67,86.12,22.50,0.36,0.78,2.03,44.50,5.85,1.85,0.61
 TN097,Aug 18 1999 14:09:03,48 16.32 N,123 1.14 W,48.272,-123.019,P22,31.70,31.40,10.11,30.70,23.58,5.92,7.19,87.54,23.90,0.36,1.03,2.12,44.70,5.39,1.07,0.59
 TN097,Aug 18 1999 14:09:03,48 16.32 N,123 1.14 W,48.272,-123.019,P22,51.90,51.40,8.69,32.26,25.02,4.63,5.33,87.94,27.50,0.33,0.55,2.32,48.60,4.36,0.61,0.56
 TN097,Aug 18 1999 14:09:03,48 16.32 N,123 1.14 W,48.272,-123.019,P22,82.10,81.30,8.42,32.54,25.28,4.34,5.07,86.76,28.10,0.32,0.43,2.36,47.70,4.12,0.59,0.66
 TN097,Aug 18 1999 14:09:03,48 16.32 N,123 1.14 W,48.272,-123.019,P22,95.70,94.90,8.29,32.65,25.38,4.22,5.99,85.58,29.00,0.32,0.33,2.39,48.10,3.90,0.60,0.72
 TN097,Aug 18 1999 15:25:27,48 11.28 N,122 51.06 W,48.188,-122.851,P21,1.50,1.50,10.24,30.36,23.29,6.18,9.11,84.53,22.50,0.36,0.93,2.07,45.10,,1.46,0.79
 TN097,Aug 18 1999 15:25:27,48 11.28 N,122 51.06 W,48.188,-122.851,P21,6.50,6.40,10.22,30.66,23.53,5.94,6.62,85.02,22.90,0.36,1.04,2.10,44.90,5.59,0.99,0.60
 TN097,Aug 18 1999 15:25:27,48 11.28 N,122 51.06 W,48.188,-122.851,P21,11.70,11.60,10.12,30.77,23.63,5.87,6.60,85.97,23.20,0.36,1.15,2.11,44.80,5.48,0.63,0.52
 TN097,Aug 18 1999 15:25:27,48 11.28 N,122 51.06 W,48.188,-122.851,P21,21.80,21.60,9.62,31.28,24.11,5.41,6.19,86.29,24.70,0.35,1.06,2.20,46.20,5.07,1.10,0.55
 TN097,Aug 18 1999 15:25:27,48 11.28 N,122 51.06 W,48.188,-122.851,P21,31.90,31.60,9.27,31.67,24.47,5.11,5.86,84.64,24.60,0.34,1.07,2.25,46.50,4.85,0.53,0.52
 TN097,Aug 18 1999 15:25:27,48 11.28 N,122 51.06 W,48.188,-122.851,P21,52.20,51.70,8.92,32.03,24.80,4.78,5.91,81.33,25.10,0.34,0.89,2.31,47.00,4.46,0.57,0.75
 TN097,Aug 18 1999 15:25:27,48 11.28 N,122 51.06 W,48.188,-122.851,P21,70.10,69.50,8.60,32.34,25.10,4.41,6.75,85.90,25.40,0.34,0.76,2.35,48.00,4.29,0.13,0.03
 TN097,Aug 18 1999 16:45:43,48 8.52 N,122 41.04 W,48.142,-122.684,P20,1.80,1.80,11.31,29.91,22.76,6.88,8.15,85.27,19.30,0.37,1.46,1.96,39.20,6.41,0.91,0.55
 TN097,Aug 18 1999 16:45:43,48 8.52 N,122 41.04 W,48.142,-122.684,P20,6.40,6.40,11.39,29.86,22.71,6.98,8.94,85.25,18.60,0.37,1.41,1.94,39.30,6.37,1.60,0.70
 TN097,Aug 18 1999 16:45:43,48 8.52 N,122 41.04 W,48.142,-122.684,P20,13.30,13.20,11.30,29.93,22.78,6.83,8.26,85.36,19.30,0.37,1.41,1.96,39.60,6.43,2.38,0.56
 TN097,Aug 18 1999 16:45:43,48 8.52 N,122 41.04 W,48.142,-122.684,P20,18.80,18.60,11.32,29.92,22.77,6.92,8.54,85.23,19.30,0.38,1.37,1.95,39.50,6.48,1.41,0.62
 TN097,Aug 18 1999 16:45:43,48 8.52 N,122 41.04 W,48.142,-122.684,P20,27.70,27.40,11.25,29.97,22.82,6.90,9.24,83.17,19.30,0.37,1.41,1.95,39.20,6.42,1.10,0.60
 TN097,Aug 18 1999 16:45:43,48 8.52 N,122 41.04 W,48.142,-122.684,P20,43.30,42.90,10.75,30.36,23.21,6.31,8.56,83.16,20.80,0.37,1.42,2.03,41.60,5.96,2.09,1.01
 TN097,Aug 18 1999 17:39:31,48 5.46 N,122 37.86 W,48.091,-122.631,P19,0.90,0.90,12.65,28.80,21.66,7.90,11.20,84.80,15.50,0.40,0.97,1.75,35.00,7.44,1.75,0.71
 TN097,Aug 18 1999 17:39:31,48 5.46 N,122 37.86 W,48.091,-122.631,P19,5.30,5.30,12.32,29.07,21.93,7.55,10.40,85.78,16.30,0.41,1.09,1.81,35.00,7.15,1.85,0.72
 TN097,Aug 18 1999 17:39:31,48 5.46 N,122 37.86 W,48.091,-122.631,P19,10.30,10.30,11.90,29.39,22.26,7.17,9.07,86.29,17.00,0.40,1.25,1.84,36.60,6.88,1.20,0.53
 TN097,Aug 18 1999 17:39:31,48 5.46 N,122 37.86 W,48.091,-122.631,P19,21.10,20.90,11.38,29.79,22.65,6.81,7.82,86.01,18.80,0.38,1.43,1.94,38.70,6.45,0.97,0.47
 TN097,Aug 18 1999 17:39:31,48 5.46 N,122 37.86 W,48.091,-122.631,P19,31.80,31.50,11.07,30.04,22.90,6.57,7.58,85.07,20.20,0.38,1.68,1.98,40.00,6.18,1.01,0.59
 TN097,Aug 18 1999 17:39:31,48 5.46 N,122 37.86 W,48.091,-122.631,P19,51.50,51.00,10.91,30.19,23.05,6.44,7.91,80.72,20.40,0.37,1.43,2.02,40.50,6.03,1.03,0.72
 TN097,Aug 18 1999 17:39:31,48 5.46 N,122 37.86 W,48.091,-122.631,P19,102.50,101.60,10.12,30.84,23.69,5.77,7.62,82.61,22.90,0.36,1.38,2.14,44.00,5.42,1.07,1.23
 TN097,Aug 18 1999 17:39:31,48 5.46 N,122 37.86 W,48.091,-122.631,P19,156.50,155.10,9.85,31.10,23.94,5.54,7.27,85.22,23.80,0.36,1.29,2.18,45.10,5.18,0.89,1.14
