record no,CRUISE_ID,DATE_UTC,TIME_UTC,DATE_LOCAL,TIME_LOCAL,LATITUDE_DEG,LONGITUDE_DEG,LATITUDE_DEC,LONGITUDE_DEC,STATION_NO,NISKIN_NO,NISKIN_NO_FLAG_W,CTDPRS_DBAR,DEPTH (M),CTDTMP_DEG_C_ITS90,CTDTMP2_DEC_C_ITS90,CTDTMP_FLAG_W,CTD/TEMP_COMMENTS,CTDSAL_PSS78,CTDSAL2_PSS78,CTDSAL_FLAG_W,CTD/SAL_COMMENTS,SIGMATHETA_KG_M3,SIGMATHETA2_KG_M3,CTDOXY_MG_L_1,CTDOXY_MG_L_2,CTDOXY_MG_L_AVG,CTDOXY_FLAG_W,CTD/O2_COMMENTS,OXYGEN_MG_L_1,OXYGEN_MG_L_2,OXYGEN_MG_L_3,OXYGEN_avg_mg_L,OXYGEN_UMOL_KG,OXYGEN_FLAG_W,OXYGEN COMMENTS,CTD_PH_NBS,SALINITY_PSS78_1,SALINITY_PSS78_2,SALINITY_FLAG_W,Nutrient lab temperature,NITRATE_UMOL_L,NITRITE_UMOL_L,AMMONIUM_UMOL_L,PHOSPHATE_UMOL_L,SILICATE_UMOL_L,NUTRIENTS_FLAG_W,CTD FLU (mg/m3),CHLA (ug/l),CHLA 2 (ug/l),CHLA avg (ug/l),CHLA_FLAG_W,PHAEOPIGMENT (ug/l),PHAEOPIGMENT 2 (ug/l),PHAEOPIGMENT avg (ug/l),PHAEOPIGMENT_FLAG_W,TA_UMOL_KG,TA_FLAG_W,DIC_UMOL_KG,DIC_FLAG_W,SECCHI DEPTH (m)
1,  AQ201610,10/24/2016,17:38:54,10/24/2016,10:38:54, 47 57.94 N, 124 56.93 W,47.96458,-124.94963,381,1,,93.544,92.738,8.3173,8.3149,,,33.6,33.5986,,,26.1286,26.1279,3.6523,3.5634,3.60785,,,3.97,,,3.97,,,,,,,,,26.7421574,0.380075255,-0.000810114,2.284125959,39.3223502,,0.0974,,,,,,,,,2239.6,2,2199.8,2,
2,  AQ201610,10/24/2016,17:38:54,10/24/2016,10:38:54, 47 57.94 N, 124 56.93 W,47.96438,-124.94998,381,2,,83.808,83.089,8.9314,8.9302,,,33.3691,33.3671,,,25.8533,25.8519,4.2638,4.2723,4.26805,,,4.78,4.66,,4.72,,,,,,,,,22.29306016,0.488987343,0.455684379,2.021044414,32.78336075,,0.1197,,,,,,,,,2228.1,2,2169.4,2,
3,  AQ201610,10/24/2016,17:38:54,10/24/2016,10:38:54, 47 57.94 N, 124 56.93 W,47.96392,-124.9504,381,3,,61.264,60.742,10.4864,10.4856,,,32.9718,32.9689,,,25.2873,25.2851,5.8309,5.9472,5.88905,,,6.45,,,6.45,,,,,,,,,13.18780357,0.455770883,1.117858413,1.441546222,19.53591193,,0.1455,,,,,,,,,2209,2,2100.6,2,
4,  AQ201610,10/24/2016,17:38:54,10/24/2016,10:38:54, 47 57.94 N, 124 56.93 W,47.96347,-124.95068,381,4,,41.802,41.447,11.7876,11.7904,,,32.4922,32.4886,,,24.6822,24.6789,7.0737,7.2673,7.1705,,,,,,,,,,,,,,,,,,,,,0.4164,,,,,,,,,,,,,
5,  AQ201610,10/24/2016,17:38:54,10/24/2016,10:38:54, 47 57.94 N, 124 56.93 W,47.96332,-124.95068,381,5,,30.972,30.71,12.3048,12.3136,,,32.3692,32.3645,,,24.4901,24.4848,7.5453,7.7971,7.6712,,,8.7,,,8.7,,,,,,,,,4.018028708,0.215035625,-0.000490548,0.749144873,7.062831475,,0.842,0.635599369,,0.635599369,,0.593058476,,0.593058476,,2172.7,2,2006.8,2,
6,  AQ201610,10/24/2016,17:38:54,10/24/2016,10:38:54, 47 57.94 N, 124 56.93 W,47.96328,-124.95068,381,6,,30.045,29.79,12.2297,12.2345,,,32.3843,32.3805,,,24.5159,24.5121,7.4297,7.6922,7.56095,,,,,,,,,,,,,,,,,,,,,0.6964,,,,,,,,,,,,,
7,  AQ201610,10/24/2016,17:38:54,10/24/2016,10:38:54, 47 57.94 N, 124 56.93 W,47.9631,-124.95095,381,7,,21.093,20.915,12.7246,12.7229,,,32.2833,32.2811,,,24.3431,24.3418,7.8607,8.1387,7.9997,,,8.77,,,8.77,,,,,,,,,1.81379552,0.123023107,-0.000581176,0.590308642,5.846577783,,1.3222,0.953399053,,0.953399053,,0.481948897,,0.481948897,,2172.2,2,1989.8,2,
8,  AQ201610,10/24/2016,17:38:54,10/24/2016,10:38:54, 47 57.94 N, 124 56.93 W,47.96294,-124.9512,381,8,,12.399,12.295,12.7313,12.7309,,,32.2817,32.279,,,24.3404,24.3383,7.8575,8.1698,8.01365,,,9.03,,,9.03,,,,,,,,,1.645248462,0.100028281,-0.0003023,0.587518317,5.678847033,,1.5204,0.98744902,,0.98744902,,0.459381714,,0.459381714,,2169,2,1990.8,2,
9,  AQ201610,10/24/2016,17:38:54,10/24/2016,10:38:54, 47 57.94 N, 124 56.93 W,47.96296,-124.95116,381,9,,4.463,4.425,12.7299,12.7292,,,32.2815,32.279,,,24.3403,24.3385,7.8429,8.172,8.00745,,,8.78,8.77,,8.775,,,,,,,,,1.701978423,0.104569778,0.000567564,0.58638348,5.569391658,,1.5361,0.907999099,,0.907999099,,0.469934933,,0.469934933,,2168.7,2,1990.5,2,
10,  AQ201610,10/24/2016,17:38:54,10/24/2016,10:38:54, 47 57.94 N, 124 56.93 W,47.96294,-124.9509,381,10,,1.863,1.848,12.7272,12.7272,,,32.2828,32.2799,,,24.3417,24.3395,7.832,8.1728,8.0024,,,,,,,,,,,,,,,,,,,,,1.4505,,,,,,,,,,,,,
11,  AQ201610,10/24/2016,17:38:54,10/24/2016,10:38:54, 47 57.94 N, 124 56.93 W,47.96294,-124.95088,381,11,,2.194,2.175,12.7274,12.7269,,,32.2827,32.2801,,,24.3416,24.3397,7.8283,8.1755,8.0019,,,,,,,,,,,,,,,,,,,,,1.4518,,,,,,,,,,,,,
12,  AQ201610,10/24/2016,17:38:54,10/24/2016,10:38:54, 47 57.94 N, 124 56.93 W,47.96292,-124.95086,381,12,,1.854,1.838,12.7304,12.7296,,,32.2811,32.2784,,,24.3398,24.3379,7.8381,8.1775,8.0078,,,9.13,8.62,,8.875,,,,,,,,,1.703698802,0.093339036,-0.000409658,0.572474694,5.582682467,,1.4612,0.942049065,,0.942049065,,0.447367751,,0.447367751,,2168,6,1991.4,6,
13,  AQ201610,10/24/2016,23:17:45,10/24/2016,16:17:45, 48 23.41 N, 124 26.01 W,48.39142,-124.4333,123,1,,221.307,219.324,7.8235,7.8216,,,33.722,33.7206,,,26.2992,26.2983,2.9114,2.7229,2.81715,,,2.97,,,2.97,,,,,,,,,29.84233743,0.118601829,-0.002050279,2.53917874,48.6158813,,0.0882,,,,,,,,,2249,2,2230.4,2,
14,  AQ201610,10/24/2016,23:17:45,10/24/2016,16:17:45, 48 23.41 N, 124 26.01 W,48.39212,-124.43358,123,2,,152.991,151.646,8.1294,8.1272,,,33.6366,33.6352,,,26.1863,26.1855,3.1863,3.1566,3.17145,,,3.41,,,3.41,,,,,,,,,28.26793419,0.106136727,-0.000585704,2.403532822,43.4791259,,0.0833,,,,,,,,,2242.1,2,2216.3,2,
15,  AQ201610,10/24/2016,23:17:45,10/24/2016,16:17:45, 48 23.41 N, 124 26.01 W,48.39258,-124.43418,123,3,,81.908,81.202,9.548,9.5436,,,32.4894,32.5062,,,25.0674,25.0812,4.3338,4.4446,4.3892,,,4.54,,,4.54,,,,,,,,,23.110381,0.314371779,0.740421721,2.149864324,41.5743323,,0.1107,,,,,,,,,2195.2,2,2144.5,2,
16,  AQ201610,10/24/2016,23:17:45,10/24/2016,16:17:45, 48 23.41 N, 124 26.01 W,48.3926,-124.4342,123,4,,81.886,81.18,9.5479,9.5466,,,32.456,32.4614,,,25.0413,25.0457,4.42,4.5135,4.46675,,,,,,,,,,,,,,,,,,,,,0.1255,,,,,,,,,,,,,
17,  AQ201610,10/24/2016,23:17:45,10/24/2016,16:17:45, 48 23.41 N, 124 26.01 W,48.39293,-124.43448,123,5,,50.537,50.105,10.0392,10.0384,,,31.7044,31.702,,,24.3742,24.3724,5.4907,5.6642,5.57745,,,6.04,,,6.04,,,,,,,,,23.13473448,0.331558997,0.737848211,2.217356622,44.33488816,,0.119,0.141874859,,0.141874859,,0.193422422,,0.193422422,,2152.4,2,2100.1,2,
18,  AQ201610,10/24/2016,23:17:45,10/24/2016,16:17:45, 48 23.41 N, 124 26.01 W,48.39319,-124.43438,123,6,,32.049,31.777,10.8286,10.8258,,,31.5421,31.5415,,,24.1145,24.1144,6.0486,6.2642,6.1564,,,6.68,,,6.68,,,,,,,,,16.8699783,0.369288385,1.501979324,1.786723276,35.13675019,,0.1873,0.18159982,,0.18159982,,0.291490865,,0.291490865,,2148.4,2,2064.9,2,
19,  AQ201610,10/24/2016,23:17:45,10/24/2016,16:17:45, 48 23.41 N, 124 26.01 W,48.39334,-124.43438,123,7,,20.795,20.618,11.1586,11.1341,,,31.2,31.2237,,,23.7908,23.8135,6.3981,6.7147,6.5564,,,7.47,,,7.47,,,,,,,,,14.46420192,0.317836193,1.779932093,1.629931432,31.67211133,,0.4569,0.355254647,,0.355254647,,0.303857131,,0.303857131,,2132.6,2,2035.8,2,
20,  AQ201610,10/24/2016,23:17:45,10/24/2016,16:17:45, 48 23.41 N, 124 26.01 W,48.3934,-124.43444,123,8,,10.014,9.93,11.6558,11.6561,,,30.747,30.7441,,,23.3507,23.3484,7.5048,7.8256,7.6652,,,8.29,,,8.29,,,,,,,,,8.465541007,0.277612345,1.86096548,1.207666135,24.04285269,,0.8611,0.964749042,,0.964749042,,0.482081691,,0.482081691,,2106.3,2,1985.7,2,
21,  AQ201610,10/24/2016,23:17:45,10/24/2016,16:17:45, 48 23.41 N, 124 26.01 W,48.39346,-124.43456,123,9,,5.524,5.477,11.6593,11.6598,,,30.7315,30.7246,,,23.3379,23.3325,7.544,7.8856,7.7148,,,8.34,,,8.34,,,,,,,,,9.634846181,0.292281365,1.973788031,1.283487932,25.03478264,,0.9416,1.100948907,,1.100948907,,0.529606364,,0.529606364,,2129.6,2,1985.7,2,
22,  AQ201610,10/24/2016,23:17:45,10/24/2016,16:17:45, 48 23.41 N, 124 26.01 W,48.39354,-124.43471,123,10,,1.005,0.997,11.6883,11.6893,,,30.7181,30.7152,,,23.3223,23.3198,7.6016,7.9658,7.7837,,,,,,,,,,,,,,,,,,,,,1.0237,,,,,,,,,,,,,
23,  AQ201610,10/24/2016,23:17:45,10/24/2016,16:17:45, 48 23.41 N, 124 26.01 W,48.39354,-124.43472,123,11,,0.869,0.861,11.6887,11.6893,,,30.7182,30.7152,,,23.3222,23.3198,7.6004,7.9676,7.784,,,,,,,,,,,,,,,,,,,,,1.0293,,,,,,,,,,,,,
24,  AQ201610,10/24/2016,23:17:45,10/24/2016,16:17:45, 48 23.41 N, 124 26.01 W,48.39354,-124.43472,123,12,,0.971,0.962,11.6883,11.6889,,,30.7181,30.7151,,,23.3222,23.3198,7.6019,7.9641,7.783,,,8.57,,,8.57,,,,,,,,,9.51801243,0.280968139,1.940327263,1.274441933,24.52480008,,1.0279,1.282548727,,1.282548727,,0.439868813,,0.439868813,,2101.9,2,1981.5,2,
25,  AQ201610,10/25/2016,00:37:44,10/24/2016,17:37:44, 48 20.21 N, 124 16.05 W,48.33774,-124.27087,128,1,,208.121,206.264,7.7813,7.7798,,,33.7052,33.7036,,,26.2919,26.2909,2.7322,2.5626,2.6474,,,2.75,,,2.75,,,,,,,,,29.96737389,0.149583806,0.002046681,2.583743011,50.34835244,,0.0736,,,,,,,,,2249.2,2,2236.3,2,
26,  AQ201610,10/25/2016,00:37:44,10/24/2016,17:37:44, 48 20.21 N, 124 16.05 W,48.33817,-124.272,128,2,,151.493,150.162,7.8032,7.8013,,,33.6563,33.6531,,,26.2495,26.2472,2.5446,2.4981,2.52135,,,2.73,,,2.73,,,,,,,,,30.50157324,0.166857702,0.002103679,2.608037918,51.65931258,,0.0891,,,,,,,,,2247.1,2,2237.4,2,
27,  AQ201610,10/25/2016,00:37:44,10/24/2016,17:37:44, 48 20.21 N, 124 16.05 W,48.33876,-124.27348,128,3,,80.964,80.267,9.372,9.3751,,,32.2923,32.2871,,,24.9415,24.9369,4.452,4.5422,4.4971,,,5.39,,,5.39,,,,,,,,,25.86862799,0.339799199,0.15573943,2.374738852,47.75913843,,0.1331,,,,,,,,,2182.3,2,2144.9,2,
28,  AQ201610,10/25/2016,00:37:44,10/24/2016,17:37:44, 48 20.21 N, 124 16.05 W,48.33877,-124.27352,128,4,,81.023,80.324,9.3775,9.3804,,,32.2886,32.2833,,,24.9377,24.9331,4.4711,4.5685,4.5198,,,6.33,,,6.33,,,,,,,,,23.05055987,0.314113682,0.745896532,2.197184886,44.61064537,,0.0797,0.198624803,,0.198624803,,0.215903685,,0.215903685,,,,,,
29,  AQ201610,10/25/2016,00:37:44,10/24/2016,17:37:44, 48 20.21 N, 124 16.05 W,48.33907,-124.27412,128,5,,50.576,50.144,10.1294,10.0775,,,31.7561,31.7832,,,24.3996,24.4293,5.2407,5.39,5.31535,,,6.52,,,6.52,,,,,,,,,19.52099416,0.323345632,1.204210585,1.968437303,39.79378979,,0.152,0.248564753,,0.248564753,,0.24634322,,0.24634322,,2159.1,2,2095.9,2,
30,  AQ201610,10/25/2016,00:37:44,10/24/2016,17:37:44, 48 20.21 N, 124 16.05 W,48.33928,-124.27455,128,6,,30.321,30.063,10.6183,10.6179,,,31.4915,31.4876,,,24.111,24.1081,5.9748,6.2087,6.09175,,,6.96,,,6.96,,,,,,,,,16.73690765,0.337748974,1.434011974,1.787283144,35.65445357,,0.2264,0.684404321,,0.684404321,,0.425980854,,0.425980854,,2144.3,2,2072.9,2,
31,  AQ201610,10/25/2016,00:37:44,10/24/2016,17:37:44, 48 20.21 N, 124 16.05 W,48.33942,-124.27489,128,7,,20.457,20.284,10.8237,10.8225,,,31.3248,31.3217,,,23.9459,23.9438,6.3077,6.5793,6.4435,,,8.33,,,8.33,,,,,,,,,13.60083545,0.305874554,1.733333416,1.553330998,30.57394721,,0.3616,0.374549628,,0.374549628,,0.291451821,,0.291451821,,2137.9,2,2050.6,2,
32,  AQ201610,10/25/2016,00:37:44,10/24/2016,17:37:44, 48 20.21 N, 124 16.05 W,48.33958,-124.27519,128,8,,10.082,9.996,11.3285,11.3277,,,31.0486,31.0462,,,23.6431,23.6414,6.8202,7.1504,6.9853,,,8.14,,,8.14,,,,,,,,,10.58838408,0.314084775,2.0265609,1.360115625,26.7359589,,0.657,0.839899166,,0.839899166,,0.492103731,,0.492103731,,2124.4,2,2021.8,2,
33,  AQ201610,10/25/2016,00:37:44,10/24/2016,17:37:44, 48 20.21 N, 124 16.05 W,48.33966,-124.27542,128,9,,4.796,4.756,11.668,11.6672,,,30.8457,30.8426,,,23.425,23.4227,7.274,7.6012,7.4376,,,,,,,,,,,,,,,,,,,,,0.7844,,,,,,,,,2114,2,1998.2,2,
34,  AQ201610,10/25/2016,00:37:44,10/24/2016,17:37:44, 48 20.21 N, 124 16.05 W,48.33976,-124.27565,128,10,,0.64,0.635,11.674,11.6706,,,30.847,30.8444,,,23.4248,23.4234,7.2978,7.6524,7.4751,,,,,,,,,,,,,,,,,,,,,0.8122,,,,,,,,,,,,,
35,  AQ201610,10/25/2016,00:37:44,10/24/2016,17:37:44, 48 20.21 N, 124 16.05 W,48.33978,-124.27566,128,11,,0.737,0.731,11.676,11.6726,,,30.8469,30.844,,,23.4244,23.4227,7.2988,7.658,7.4784,,,,,,,,,,,,,,,,,,,,,0.8214,,,,,,,,,,,,,
36,  AQ201610,10/25/2016,00:37:44,10/24/2016,17:37:44, 48 20.21 N, 124 16.05 W,48.33979,-124.27569,128,12,,0.653,0.647,11.676,11.6745,,,30.8473,30.8442,,,23.4247,23.4226,7.3035,7.6579,7.4807,,,8.41,,,8.41,,,,,,,,,10.05002391,0.285685106,2.050904793,1.323188167,26.06699129,,0.8373,1.089598918,,1.089598918,,0.449094084,,0.449094084,,2112.6,2,1992.9,2,
37,  AQ201610,10/25/2016,01:58:39,10/24/2016,18:58:39, 48 16.89 N, 124 06.03 W,48.28132,-124.10448,131,1,,185.341,183.698,7.8061,7.8044,,,33.6601,33.6583,,,26.2525,26.2514,2.6195,2.4698,2.54465,,,2.69,,,2.69,,,,,,,,,30.83071692,0.206545886,0.003110183,2.607816346,50.91173489,,0.1051,,,,,,,,,2246.9,2,2234.4,2,
38,  AQ201610,10/25/2016,01:58:39,10/24/2016,18:58:39, 48 16.89 N, 124 06.03 W,48.28162,-124.10547,131,2,,151.905,150.571,7.9555,7.9544,,,33.6031,33.6015,,,26.1856,26.1844,2.7142,2.6684,2.6913,,,2.86,,,2.86,,,,,,,,,30.24701028,0.292270657,0.001830034,2.561291982,49.54022729,,0.0853,,,,,,,,,2243.8,2,2229.4,2,
39,  AQ201610,10/25/2016,01:58:39,10/24/2016,18:58:39, 48 16.89 N, 124 06.03 W,48.2823,-124.10739,131,3,,81.047,80.35,9.2959,9.2955,,,32.3469,32.3448,,,24.9962,24.9947,4.371,4.4727,4.42185,,,4.75,,,4.75,,,,,,,,,26.93163184,0.309885708,0.053282299,2.395028182,48.42874111,,0.1042,,,,,,,,,2183.3,2,2149.3,2,
40,  AQ201610,10/25/2016,01:58:39,10/24/2016,18:58:39, 48 16.89 N, 124 06.03 W,48.28262,-124.10812,131,4,,50.765,50.332,9.9453,9.9416,,,31.8488,31.8483,,,24.5022,24.5025,5.263,5.4388,5.3509,,,,,,,,,,,,,,,,,,,,,0.1273,,,,,,,,,,,,,
41,  AQ201610,10/25/2016,01:58:39,10/24/2016,18:58:39, 48 16.89 N, 124 06.03 W,48.28263,-124.10813,131,5,,50.832,50.398,9.9431,9.9367,,,31.8498,31.8508,,,24.5034,24.5052,5.2675,5.4409,5.3542,,,5.74,,,5.74,,,,,,,,,23.581909,0.337645556,0.644359633,2.236437841,44.90607509,,0.1048,0.135064866,,0.135064866,,0.178415126,,0.178415126,,2159.6,2,2109,2,
42,  AQ201610,10/25/2016,01:58:39,10/24/2016,18:58:39, 48 16.89 N, 124 06.03 W,48.28294,-124.1087,131,6,,30.94,30.677,10.5278,10.5254,,,31.5109,31.5127,,,24.1415,24.1433,6.0106,6.2422,6.1264,,,6.77,,,6.77,,,,,,,,,19.62567668,0.338982028,1.176526111,1.982551918,40.13315672,,0.258,0.224729777,,0.224729777,,0.201281495,,0.201281495,,2144.5,2,2074.7,2,
43,  AQ201610,10/25/2016,01:58:39,10/24/2016,18:58:39, 48 16.89 N, 124 06.03 W,48.2831,-124.10911,131,7,,20.339,20.166,11.2615,11.2619,,,31.0962,31.088,,,23.6921,23.6856,6.9929,7.2697,7.1313,,,7.79,,,7.79,,,,,,,,,12.91938073,0.314375727,1.652110026,1.530449764,30.23668826,,0.7234,0.71504929,,0.71504929,,0.444711853,,0.444711853,,2122.4,2,2019,2,
44,  AQ201610,10/25/2016,01:58:39,10/24/2016,18:58:39, 48 16.89 N, 124 06.03 W,48.28324,-124.1095,131,8,,10.768,10.678,11.2974,11.2966,,,30.9981,30.9961,,,23.6094,23.6079,7.348,7.6923,7.52015,,,8.12,,,8.12,,,,,,,,,12.33018225,0.302640427,1.517938363,1.499279883,29.3285291,,1.021,,,,,,,,,2118.7,2,2008.5,2,
45,  AQ201610,10/25/2016,01:58:39,10/24/2016,18:58:39, 48 16.89 N, 124 06.03 W,48.28336,-124.10986,131,9,,4.985,4.943,11.3066,11.3088,,,30.9932,30.9907,,,23.6038,23.6015,7.3882,7.7265,7.55735,,,8.22,,,8.22,,,,,,,,,12.21116983,0.298463634,1.447631431,1.497526807,29.41373803,,1.0517,1.157698851,,1.157698851,,0.622132607,,0.622132607,,2119.9,2,2009.1,2,
46,  AQ201610,10/25/2016,01:58:39,10/24/2016,18:58:39, 48 16.89 N, 124 06.03 W,48.28351,-124.11017,131,10,,0.611,0.606,11.3072,11.3068,,,30.993,30.9905,,,23.6035,23.6016,7.3829,7.7318,7.55735,,,,,,,,,,,,,,,,,,,,,1.1564,,,,,,,,,,,,,
47,  AQ201610,10/25/2016,01:58:39,10/24/2016,18:58:39, 48 16.89 N, 124 06.03 W,48.28352,-124.11018,131,11,,0.724,0.718,11.3072,11.3069,,,30.9931,30.9904,,,23.6035,23.6015,7.3822,7.7349,7.55855,,,,,,,,,,,,,,,,,,,,,1.0808,,,,,,,,,,,,,
